time;FlatA_Ele;FlatB_Ele;FlatC_Ele;FlatD_Ele
2018-11-30 23:45:00;5619.889;7246.254;5125.006;8387.030
2018-12-01 00:00:00;5619.904;7246.551;5125.039;8387.085
2018-12-01 00:15:00;5619.929;7246.753;5125.077;8387.137
2018-12-01 00:30:00;5619.952;7246.933;5125.117;8387.181
2018-12-01 00:45:00;5619.973;7247.005;5125.153;8387.222
2018-12-01 01:00:00;5619.988;7247.076;5125.184;8387.255
2018-12-01 01:15:00;5620.011;7247.153;5125.217;8387.286
2018-12-01 01:30:00;5620.031;7247.235;5125.263;8387.323
2018-12-01 01:45:00;5620.046;7247.305;5125.305;8387.365
2018-12-01 02:00:00;5620.068;7247.350;5125.392;8387.394
2018-12-01 02:15:00;5620.092;7247.388;5125.833;8387.420
2018-12-01 02:30:00;5620.115;7247.425;5125.868;8387.453
2018-12-01 02:45:00;5620.130;7247.478;5125.905;8387.483
2018-12-01 03:00:00;5620.146;7247.524;5125.940;8387.507
2018-12-01 03:15:00;5620.171;7247.558;5125.971;8387.539
2018-12-01 03:30:00;5620.188;7247.593;5126.009;8387.564
2018-12-01 03:45:00;5620.205;7247.627;5126.050;8387.587
2018-12-01 04:00:00;5620.230;7247.669;5126.210;8387.610
2018-12-01 04:15:00;5620.254;7247.717;5126.674;8387.635
2018-12-01 04:30:00;5620.275;7247.758;5126.707;8387.666
2018-12-01 04:45:00;5620.291;7247.791;5126.750;8387.692
2018-12-01 05:00:00;5620.307;7247.824;5126.791;8387.721
2018-12-01 05:15:00;5620.334;7247.857;5126.833;8387.750
2018-12-01 05:30:00;5620.351;7247.903;5126.871;8387.772
2018-12-01 05:45:00;5620.371;7247.950;5126.902;8387.794
2018-12-01 06:00:00;5620.395;7247.986;5126.934;8387.817
2018-12-01 06:15:00;5620.420;7248.020;5126.965;8387.845
2018-12-01 06:30:00;5620.457;7248.052;5126.996;8387.875
2018-12-01 06:45:00;5620.473;7248.091;5127.031;8387.900
2018-12-01 07:00:00;5620.500;7248.156;5127.071;8387.938
2018-12-01 07:15:00;5620.547;7248.299;5127.108;8387.977
2018-12-01 07:30:00;5620.565;7248.407;5127.170;8388.000
2018-12-01 07:45:00;5620.588;7248.569;5127.212;8388.023
2018-12-01 08:00:00;5620.755;7248.712;5127.270;8388.049
2018-12-01 08:15:00;5621.013;7248.810;5127.325;8388.080
2018-12-01 08:30:00;5621.094;7248.847;5127.807;8388.115
2018-12-01 08:45:00;5621.140;7248.873;5127.994;8388.144
2018-12-01 09:00:00;5621.215;7248.911;5128.078;8388.165
2018-12-01 09:15:00;5621.258;7248.940;5128.163;8388.201
2018-12-01 09:30:00;5621.440;7248.965;5128.242;8388.295
2018-12-01 09:45:00;5621.503;7248.998;5128.288;8388.386
2018-12-01 10:00:00;5621.732;7249.120;5128.329;8388.867
2018-12-01 10:15:00;5622.110;7249.156;5128.369;8389.210
2018-12-01 10:30:00;5622.299;7249.629;5128.419;8389.341
2018-12-01 10:45:00;5622.706;7250.368;5128.469;8390.067
2018-12-01 11:00:00;5622.855;7251.608;5128.513;8390.402
2018-12-01 11:15:00;5622.954;7251.977;5128.554;8390.597
2018-12-01 11:30:00;5623.323;7252.202;5128.599;8390.677
2018-12-01 11:45:00;5623.667;7252.525;5128.662;8391.342
2018-12-01 12:00:00;5623.735;7252.570;5128.732;8391.542
2018-12-01 12:15:00;5623.770;7252.614;5128.808;8391.746
2018-12-01 12:30:00;5623.809;7252.719;5128.885;8391.916
2018-12-01 12:45:00;5623.916;7252.789;5129.121;8392.089
2018-12-01 13:00:00;5624.268;7252.846;5129.333;8392.233
2018-12-01 13:15:00;5624.672;7252.894;5129.699;8392.369
2018-12-01 13:30:00;5624.862;7252.998;5129.742;8392.502
2018-12-01 13:45:00;5624.916;7253.037;5129.778;8392.553
2018-12-01 14:00:00;5624.973;7253.087;5129.962;8392.590
2018-12-01 14:15:00;5625.124;7253.152;5130.351;8392.623
2018-12-01 14:30:00;5625.319;7253.179;5130.432;8392.647
2018-12-01 14:45:00;5625.533;7253.244;5130.476;8392.669
2018-12-01 15:00:00;5625.721;7253.816;5130.526;8392.690
2018-12-01 15:15:00;5625.908;7254.510;5130.574;8392.710
2018-12-01 15:30:00;5626.105;7254.964;5130.612;8392.744
2018-12-01 15:45:00;5626.310;7255.144;5130.656;8392.802
2018-12-01 16:00:00;5626.437;7255.619;5130.715;8392.847
2018-12-01 16:15:00;5626.599;7255.688;5130.771;8392.873
2018-12-01 16:30:00;5626.757;7255.763;5130.804;8392.894
2018-12-01 16:45:00;5626.931;7255.829;5130.836;8392.914
2018-12-01 17:00:00;5627.157;7255.888;5130.868;8392.935
2018-12-01 17:15:00;5627.347;7255.993;5130.901;8392.959
2018-12-01 17:30:00;5627.585;7256.648;5130.933;8392.991
2018-12-01 17:45:00;5628.413;7257.062;5130.974;8393.020
2018-12-01 18:00:00;5629.266;7257.247;5131.022;8393.043
2018-12-01 18:15:00;5629.665;7257.520;5131.068;8393.063
2018-12-01 18:30:00;5629.993;7257.786;5131.110;8393.084
2018-12-01 18:45:00;5630.323;7258.048;5131.153;8393.104
2018-12-01 19:00:00;5630.654;7258.121;5131.198;8393.124
2018-12-01 19:15:00;5631.009;7258.191;5131.237;8393.151
2018-12-01 19:30:00;5631.364;7258.304;5131.274;8393.182
2018-12-01 19:45:00;5631.702;7258.794;5131.309;8393.225
2018-12-01 20:00:00;5631.973;7259.366;5131.351;8393.373
2018-12-01 20:15:00;5632.598;7259.962;5131.398;8393.835
2018-12-01 20:30:00;5632.876;7260.669;5131.437;8393.955
2018-12-01 20:45:00;5633.048;7261.074;5131.486;8394.036
2018-12-01 21:00:00;5633.160;7261.270;5131.536;8394.119
2018-12-01 21:15:00;5633.266;7261.572;5131.571;8394.216
2018-12-01 21:30:00;5633.369;7261.984;5131.607;8394.284
2018-12-01 21:45:00;5633.471;7262.181;5131.636;8394.348
2018-12-01 22:00:00;5633.588;7262.294;5131.672;8394.405
2018-12-01 22:15:00;5633.753;7262.361;5131.712;8394.460
2018-12-01 22:30:00;5633.994;7262.413;5131.743;8394.517
2018-12-01 22:45:00;5634.106;7262.461;5131.771;8394.586
2018-12-01 23:00:00;5634.134;7262.509;5131.799;8394.636
2018-12-01 23:15:00;5634.157;7262.557;5131.826;8394.682
2018-12-01 23:30:00;5634.186;7262.613;5131.854;8394.714
2018-12-01 23:45:00;5634.213;7262.661;5131.895;8394.738
2018-12-02 00:00:00;5634.239;7262.708;5131.938;8394.761
2018-12-02 00:15:00;5634.258;7262.747;5131.979;8394.784
2018-12-02 00:30:00;5634.275;7262.781;5132.010;8394.805
2018-12-02 00:45:00;5634.305;7262.814;5132.038;8394.837
2018-12-02 01:00:00;5634.334;7262.848;5132.065;8394.868
2018-12-02 01:15:00;5634.360;7262.881;5132.093;8394.896
2018-12-02 01:30:00;5634.379;7262.929;5132.121;8394.918
2018-12-02 01:45:00;5634.394;7262.969;5132.151;8394.940
2018-12-02 02:00:00;5634.413;7263.003;5132.189;8394.961
2018-12-02 02:15:00;5634.444;7263.036;5132.228;8394.982
2018-12-02 02:30:00;5634.472;7263.085;5132.256;8395.008
2018-12-02 02:45:00;5634.498;7263.122;5132.298;8395.039
2018-12-02 03:00:00;5634.513;7263.155;5132.338;8395.069
2018-12-02 03:15:00;5634.529;7263.188;5132.366;8395.092
2018-12-02 03:30:00;5634.545;7263.236;5132.394;8395.116
2018-12-02 03:45:00;5634.577;7263.275;5132.422;8395.137
2018-12-02 04:00:00;5634.607;7263.309;5132.461;8395.158
2018-12-02 04:15:00;5634.634;7263.342;5132.499;8395.179
2018-12-02 04:30:00;5634.649;7263.377;5132.527;8395.210
2018-12-02 04:45:00;5634.664;7263.424;5132.555;8395.240
2018-12-02 05:00:00;5634.680;7263.457;5132.582;8395.268
2018-12-02 05:15:00;5634.704;7263.515;5132.611;8395.290
2018-12-02 05:30:00;5634.735;7263.567;5132.639;8395.311
2018-12-02 05:45:00;5634.764;7263.627;5132.678;8395.332
2018-12-02 06:00:00;5634.781;7263.676;5132.718;8395.353
2018-12-02 06:15:00;5634.796;7263.732;5132.756;8395.377
2018-12-02 06:30:00;5634.811;7263.787;5132.793;8395.408
2018-12-02 06:45:00;5634.826;7263.855;5132.824;8395.438
2018-12-02 07:00:00;5634.860;7263.922;5132.852;8395.463
2018-12-02 07:15:00;5635.049;7264.007;5132.880;8395.485
2018-12-02 07:30:00;5635.084;7264.098;5132.908;8395.507
2018-12-02 07:45:00;5635.297;7264.191;5132.936;8395.529
2018-12-02 08:00:00;5635.613;7264.366;5132.967;8395.550
2018-12-02 08:15:00;5635.941;7264.458;5133.004;8395.585
2018-12-02 08:30:00;5636.151;7264.545;5133.039;8395.623
2018-12-02 08:45:00;5636.857;7264.636;5133.075;8395.680
2018-12-02 09:00:00;5637.214;7264.825;5133.113;8395.756
2018-12-02 09:15:00;5637.382;7265.300;5133.145;8395.846
2018-12-02 09:30:00;5637.415;7265.555;5133.173;8395.937
2018-12-02 09:45:00;5637.474;7265.828;5133.207;8396.036
2018-12-02 10:00:00;5637.531;7266.182;5133.245;8396.152
2018-12-02 10:15:00;5637.767;7266.639;5133.279;8396.275
2018-12-02 10:30:00;5637.985;7267.486;5133.307;8396.426
2018-12-02 10:45:00;5638.515;7267.981;5133.334;8396.552
2018-12-02 11:00:00;5639.129;7268.355;5133.362;8396.876
2018-12-02 11:15:00;5639.615;7269.000;5133.390;8397.992
2018-12-02 11:30:00;5639.745;7269.299;5133.418;8398.373
2018-12-02 11:45:00;5640.112;7269.638;5133.454;8398.605
2018-12-02 12:00:00;5640.556;7269.951;5133.493;8398.845
2018-12-02 12:15:00;5640.656;7270.227;5133.531;8399.298
2018-12-02 12:30:00;5640.753;7270.525;5133.567;8400.079
2018-12-02 12:45:00;5640.835;7270.823;5133.601;8400.479
2018-12-02 13:00:00;5640.927;7270.887;5133.629;8400.684
2018-12-02 13:15:00;5641.013;7270.939;5133.657;8400.895
2018-12-02 13:30:00;5641.144;7270.981;5133.684;8401.122
2018-12-02 13:45:00;5641.200;7271.012;5133.712;8401.588
2018-12-02 14:00:00;5641.247;7271.043;5133.745;8401.802
2018-12-02 14:15:00;5641.313;7271.075;5133.781;8402.099
2018-12-02 14:30:00;5641.379;7271.118;5133.817;8402.256
2018-12-02 14:45:00;5641.445;7271.158;5133.852;8402.364
2018-12-02 15:00:00;5641.539;7271.203;5133.890;8402.922
2018-12-02 15:15:00;5641.637;7271.234;5133.922;8403.234
2018-12-02 15:30:00;5641.726;7271.265;5133.949;8403.459
2018-12-02 15:45:00;5641.806;7271.297;5133.991;8403.575
2018-12-02 16:00:00;5641.915;7271.337;5134.042;8403.671
2018-12-02 16:15:00;5642.031;7271.380;5134.090;8403.801
2018-12-02 16:30:00;5642.153;7271.421;5134.131;8404.053
2018-12-02 16:45:00;5642.272;7271.456;5134.173;8404.544
2018-12-02 17:00:00;5642.434;7271.489;5134.214;8404.976
2018-12-02 17:15:00;5642.732;7271.520;5134.246;8405.342
2018-12-02 17:30:00;5642.934;7271.555;5134.278;8405.476
2018-12-02 17:45:00;5643.263;7271.600;5134.320;8405.780
2018-12-02 18:00:00;5643.406;7271.638;5134.364;8406.028
2018-12-02 18:15:00;5643.519;7271.680;5134.407;8406.146
2018-12-02 18:30:00;5643.642;7271.711;5134.448;8406.301
2018-12-02 18:45:00;5643.797;7271.742;5134.485;8406.952
2018-12-02 19:00:00;5644.139;7271.773;5134.517;8407.286
2018-12-02 19:15:00;5644.442;7271.830;5134.549;8407.694
2018-12-02 19:30:00;5644.728;7271.925;5134.581;8408.091
2018-12-02 19:45:00;5645.020;7272.025;5134.613;8408.296
2018-12-02 20:00:00;5645.275;7272.138;5134.650;8408.459
2018-12-02 20:15:00;5645.550;7272.253;5134.691;8409.066
2018-12-02 20:30:00;5646.159;7272.368;5134.741;8409.133
2018-12-02 20:45:00;5646.594;7272.494;5134.783;8409.193
2018-12-02 21:00:00;5646.893;7272.593;5134.822;8409.253
2018-12-02 21:15:00;5647.218;7272.757;5134.853;8409.326
2018-12-02 21:30:00;5647.366;7272.844;5134.888;8409.395
2018-12-02 21:45:00;5647.559;7272.920;5134.924;8409.459
2018-12-02 22:00:00;5648.066;7272.980;5134.958;8409.515
2018-12-02 22:15:00;5648.210;7273.032;5134.988;8409.570
2018-12-02 22:30:00;5648.227;7273.074;5135.016;8409.633
2018-12-02 22:45:00;5648.255;7273.114;5135.043;8409.698
2018-12-02 23:00:00;5648.287;7273.156;5135.071;8409.760
2018-12-02 23:15:00;5648.316;7273.211;5135.098;8409.821
2018-12-02 23:30:00;5648.339;7273.262;5135.134;8409.863
2018-12-02 23:45:00;5648.354;7273.293;5135.172;8409.904
2018-12-03 00:00:00;5648.369;7273.320;5135.210;8409.941
2018-12-03 00:15:00;5648.385;7273.345;5135.247;8409.976
2018-12-03 00:30:00;5648.399;7273.370;5135.282;8410.007
2018-12-03 00:45:00;5648.423;7273.396;5135.310;8410.040
2018-12-03 01:00:00;5648.453;7273.429;5135.337;8410.063
2018-12-03 01:15:00;5648.480;7273.471;5135.365;8410.086
2018-12-03 01:30:00;5648.499;7273.509;5135.392;8410.111
2018-12-03 01:45:00;5648.513;7273.534;5135.423;8410.153
2018-12-03 02:00:00;5648.528;7273.560;5135.460;8410.184
2018-12-03 02:15:00;5648.543;7273.587;5135.496;8410.216
2018-12-03 02:30:00;5648.557;7273.614;5135.524;8410.246
2018-12-03 02:45:00;5648.584;7273.639;5135.562;8410.269
2018-12-03 03:00:00;5648.613;7273.680;5135.600;8410.292
2018-12-03 03:15:00;5648.640;7273.720;5135.629;8410.314
2018-12-03 03:30:00;5648.658;7273.751;5135.657;8410.337
2018-12-03 03:45:00;5648.673;7273.777;5135.694;8410.369
2018-12-03 04:00:00;5648.687;7273.802;5135.729;8410.404
2018-12-03 04:15:00;5648.702;7273.828;5135.762;8410.436
2018-12-03 04:30:00;5648.716;7273.853;5135.792;8410.457
2018-12-03 04:45:00;5648.744;7273.886;5135.823;8410.479
2018-12-03 05:00:00;5648.773;7273.927;5135.853;8410.500
2018-12-03 05:15:00;5648.801;7273.987;5135.883;8410.521
2018-12-03 05:30:00;5648.825;7274.027;5135.917;8410.583
2018-12-03 05:45:00;5648.849;7274.084;5135.958;8410.644
2018-12-03 06:00:00;5648.868;7274.157;5135.999;8410.704
2018-12-03 06:15:00;5648.882;7274.278;5136.040;8410.760
2018-12-03 06:30:00;5648.903;7274.380;5136.080;8410.869
2018-12-03 06:45:00;5648.934;7274.470;5136.113;8410.926
2018-12-03 07:00:00;5648.962;7274.549;5136.142;8410.986
2018-12-03 07:15:00;5649.014;7274.627;5136.169;8411.046
2018-12-03 07:30:00;5649.037;7274.724;5136.197;8411.098
2018-12-03 07:45:00;5649.154;7274.814;5136.224;8411.131
2018-12-03 08:00:00;5649.332;7274.896;5136.260;8411.157
2018-12-03 08:15:00;5649.432;7274.959;5136.296;8411.177
2018-12-03 08:30:00;5649.485;7275.013;5136.326;8411.198
2018-12-03 08:45:00;5649.511;7275.056;5136.363;8411.218
2018-12-03 09:00:00;5649.544;7275.100;5136.401;8411.245
2018-12-03 09:15:00;5649.575;7275.168;5136.432;8411.273
2018-12-03 09:30:00;5649.602;7275.252;5136.459;8411.294
2018-12-03 09:45:00;5649.628;7275.338;5136.494;8411.321
2018-12-03 10:00:00;5649.703;7275.418;5136.531;8411.346
2018-12-03 10:15:00;5649.836;7275.496;5136.563;8411.366
2018-12-03 10:30:00;5650.392;7275.566;5136.592;8411.386
2018-12-03 10:45:00;5650.889;7275.627;5136.620;8411.407
2018-12-03 11:00:00;5651.025;7275.685;5136.648;8411.436
2018-12-03 11:15:00;5651.082;7275.745;5136.675;8411.462
2018-12-03 11:30:00;5651.128;7275.919;5136.705;8411.481
2018-12-03 11:45:00;5651.185;7275.975;5136.743;8411.508
2018-12-03 12:00:00;5651.358;7276.033;5136.781;8411.533
2018-12-03 12:15:00;5651.795;7276.080;5136.819;8411.553
2018-12-03 12:30:00;5651.922;7276.132;5136.855;8411.572
2018-12-03 12:45:00;5652.372;7276.212;5136.914;8411.596
2018-12-03 13:00:00;5652.433;7276.289;5136.974;8411.623
2018-12-03 13:15:00;5652.495;7276.356;5137.032;8411.647
2018-12-03 13:30:00;5652.671;7276.426;5137.089;8411.666
2018-12-03 13:45:00;5653.165;7276.498;5137.146;8411.691
2018-12-03 14:00:00;5653.264;7276.551;5137.208;8411.717
2018-12-03 14:15:00;5653.286;7276.608;5137.261;8411.736
2018-12-03 14:30:00;5653.301;7276.666;5137.318;8411.756
2018-12-03 14:45:00;5653.321;7276.721;5137.375;8411.781
2018-12-03 15:00:00;5653.344;7276.775;5137.430;8411.808
2018-12-03 15:15:00;5653.358;7276.841;5137.476;8411.830
2018-12-03 15:30:00;5653.373;7276.906;5137.522;8411.849
2018-12-03 15:45:00;5653.396;7276.968;5137.568;8411.874
2018-12-03 16:00:00;5653.419;7277.034;5137.609;8411.918
2018-12-03 16:15:00;5653.439;7277.111;5137.643;8411.956
2018-12-03 16:30:00;5653.453;7277.187;5137.675;8411.994
2018-12-03 16:45:00;5653.471;7277.260;5137.707;8412.039
2018-12-03 17:00:00;5653.552;7277.337;5137.739;8412.143
2018-12-03 17:15:00;5653.672;7277.421;5137.771;8412.411
2018-12-03 17:30:00;5653.936;7277.538;5137.807;8412.680
2018-12-03 17:45:00;5654.406;7277.670;5137.850;8412.743
2018-12-03 18:00:00;5654.543;7277.765;5137.893;8412.782
2018-12-03 18:15:00;5654.668;7277.860;5137.935;8412.960
2018-12-03 18:30:00;5654.810;7277.953;5137.976;8412.996
2018-12-03 18:45:00;5655.318;7278.035;5138.009;8413.103
2018-12-03 19:00:00;5656.251;7278.108;5138.041;8413.299
2018-12-03 19:15:00;5656.795;7278.181;5138.073;8413.553
2018-12-03 19:30:00;5657.179;7278.254;5138.105;8413.687
2018-12-03 19:45:00;5657.625;7278.336;5138.137;8413.783
2018-12-03 20:00:00;5658.005;7278.476;5138.178;8414.092
2018-12-03 20:15:00;5658.326;7279.136;5138.219;8414.302
2018-12-03 20:30:00;5658.680;7279.366;5138.261;8414.355
2018-12-03 20:45:00;5658.830;7279.488;5138.305;8414.401
2018-12-03 21:00:00;5659.270;7279.598;5138.344;8414.600
2018-12-03 21:15:00;5659.655;7279.697;5138.376;8414.875
2018-12-03 21:30:00;5659.886;7279.814;5138.411;8414.902
2018-12-03 21:45:00;5659.981;7279.945;5138.452;8414.928
2018-12-03 22:00:00;5660.247;7280.109;5138.493;8414.949
2018-12-03 22:15:00;5660.659;7280.303;5138.522;8414.978
2018-12-03 22:30:00;5660.688;7280.510;5138.549;8415.027
2018-12-03 22:45:00;5660.706;7280.724;5138.577;8415.079
2018-12-03 23:00:00;5660.735;7280.928;5138.604;8415.131
2018-12-03 23:15:00;5660.751;7281.139;5138.632;8415.184
2018-12-03 23:30:00;5660.771;7281.344;5138.667;8415.223
2018-12-03 23:45:00;5660.798;7281.539;5138.706;8415.254
2018-12-04 00:00:00;5660.823;7281.725;5138.744;8415.281
2018-12-04 00:15:00;5660.845;7281.829;5138.780;8415.311
2018-12-04 00:30:00;5660.871;7281.892;5138.814;8415.341
2018-12-04 00:45:00;5660.886;7281.929;5138.842;8415.364
2018-12-04 01:00:00;5660.902;7281.965;5138.870;8415.391
2018-12-04 01:15:00;5660.927;7282.015;5138.897;8415.418
2018-12-04 01:30:00;5660.954;7282.051;5138.925;8415.440
2018-12-04 01:45:00;5660.979;7282.084;5138.955;8415.461
2018-12-04 02:00:00;5661.005;7282.119;5138.992;8415.484
2018-12-04 02:15:00;5661.023;7282.166;5139.029;8415.514
2018-12-04 02:30:00;5661.038;7282.205;5139.062;8415.541
2018-12-04 02:45:00;5661.057;7282.238;5139.101;8415.562
2018-12-04 03:00:00;5661.084;7282.278;5139.134;8415.590
2018-12-04 03:15:00;5661.111;7282.322;5139.162;8415.618
2018-12-04 03:30:00;5661.129;7282.355;5139.194;8415.639
2018-12-04 03:45:00;5661.154;7282.388;5139.230;8415.660
2018-12-04 04:00:00;5661.173;7282.429;5139.265;8415.687
2018-12-04 04:15:00;5661.188;7282.476;5139.295;8415.716
2018-12-04 04:30:00;5661.220;7282.510;5139.326;8415.740
2018-12-04 04:45:00;5661.377;7282.545;5139.356;8415.761
2018-12-04 05:00:00;5661.414;7282.592;5139.387;8415.789
2018-12-04 05:15:00;5661.449;7282.629;5139.417;8415.815
2018-12-04 05:30:00;5661.498;7282.662;5139.455;8415.836
2018-12-04 05:45:00;5661.601;7282.696;5139.497;8415.915
2018-12-04 06:00:00;5661.678;7282.743;5139.538;8415.951
2018-12-04 06:15:00;5661.810;7282.782;5139.578;8415.993
2018-12-04 06:30:00;5661.938;7282.842;5139.615;8416.019
2018-12-04 06:45:00;5661.985;7282.912;5139.645;8416.074
2018-12-04 07:00:00;5662.003;7282.997;5139.675;8416.123
2018-12-04 07:15:00;5662.033;7283.289;5139.702;8416.168
2018-12-04 07:30:00;5662.060;7283.836;5139.730;8416.231
2018-12-04 07:45:00;5662.080;7284.152;5139.761;8416.284
2018-12-04 08:00:00;5662.099;7284.362;5139.797;8416.329
2018-12-04 08:15:00;5662.201;7284.838;5139.833;8416.372
2018-12-04 08:30:00;5662.333;7284.927;5139.867;8416.415
2018-12-04 08:45:00;5662.467;7284.956;5139.905;8416.472
2018-12-04 09:00:00;5662.594;7284.982;5139.938;8416.525
2018-12-04 09:15:00;5662.722;7285.020;5139.965;8416.578
2018-12-04 09:30:00;5662.850;7285.049;5139.998;8416.625
2018-12-04 09:45:00;5662.881;7285.074;5140.034;8416.676
2018-12-04 10:00:00;5662.902;7285.098;5140.069;8416.730
2018-12-04 10:15:00;5662.992;7285.139;5140.096;8416.778
2018-12-04 10:30:00;5663.068;7285.166;5140.126;8416.825
2018-12-04 10:45:00;5663.132;7285.191;5140.154;8416.880
2018-12-04 11:00:00;5663.198;7285.226;5140.182;8416.926
2018-12-04 11:15:00;5663.273;7285.259;5140.209;8416.971
2018-12-04 11:30:00;5663.424;7285.284;5140.246;8417.015
2018-12-04 11:45:00;5663.634;7285.312;5140.285;8417.082
2018-12-04 12:00:00;5663.851;7285.375;5140.323;8417.136
2018-12-04 12:15:00;5663.878;7285.436;5140.359;8417.206
2018-12-04 12:30:00;5663.905;7285.494;5140.392;8417.260
2018-12-04 12:45:00;5663.924;7285.574;5140.419;8417.353
2018-12-04 13:00:00;5663.937;7285.897;5140.447;8417.430
2018-12-04 13:15:00;5663.951;7285.986;5140.474;8417.815
2018-12-04 13:30:00;5663.964;7286.044;5140.502;8418.005
2018-12-04 13:45:00;5663.991;7286.087;5140.534;8418.077
2018-12-04 14:00:00;5664.016;7286.130;5140.571;8418.143
2018-12-04 14:15:00;5664.034;7286.166;5140.604;8418.449
2018-12-04 14:30:00;5664.059;7286.237;5140.642;8418.699
2018-12-04 14:45:00;5664.075;7286.339;5140.680;8418.758
2018-12-04 15:00:00;5664.089;7286.397;5140.711;8418.816
2018-12-04 15:15:00;5664.102;7286.463;5140.739;8418.871
2018-12-04 15:30:00;5664.115;7286.542;5140.773;8418.953
2018-12-04 15:45:00;5664.136;7286.632;5140.818;8419.039
2018-12-04 16:00:00;5664.158;7286.721;5140.865;8419.266
2018-12-04 16:15:00;5664.179;7286.824;5140.907;8419.564
2018-12-04 16:30:00;5664.199;7286.939;5140.951;8419.741
2018-12-04 16:45:00;5664.272;7287.150;5140.999;8419.837
2018-12-04 17:00:00;5664.382;7287.685;5141.053;8419.927
2018-12-04 17:15:00;5665.010;7288.402;5141.110;8420.143
2018-12-04 17:30:00;5665.350;7288.793;5141.166;8420.236
2018-12-04 17:45:00;5665.484;7288.836;5141.220;8420.313
2018-12-04 18:00:00;5665.667;7288.890;5141.271;8420.542
2018-12-04 18:15:00;5665.964;7288.942;5141.317;8420.824
2018-12-04 18:30:00;5666.249;7289.020;5141.360;8421.359
2018-12-04 18:45:00;5666.506;7289.084;5141.402;8421.806
2018-12-04 19:00:00;5666.783;7289.507;5141.444;8421.975
2018-12-04 19:15:00;5666.973;7290.031;5141.483;8422.491
2018-12-04 19:30:00;5667.144;7290.288;5141.522;8423.063
2018-12-04 19:45:00;5667.266;7290.727;5141.558;8423.201
2018-12-04 20:00:00;5667.382;7290.935;5141.594;8423.370
2018-12-04 20:15:00;5667.500;7290.987;5141.635;8423.684
2018-12-04 20:30:00;5667.706;7291.031;5141.672;8423.897
2018-12-04 20:45:00;5667.826;7291.144;5141.702;8423.987
2018-12-04 21:00:00;5668.052;7291.222;5141.737;8424.067
2018-12-04 21:15:00;5668.268;7291.312;5141.783;8424.139
2018-12-04 21:30:00;5668.440;7291.389;5141.826;8424.202
2018-12-04 21:45:00;5668.555;7291.479;5141.857;8424.261
2018-12-04 22:00:00;5668.609;7291.554;5141.887;8424.325
2018-12-04 22:15:00;5668.636;7291.629;5141.917;8424.390
2018-12-04 22:30:00;5668.654;7291.705;5141.948;8424.449
2018-12-04 22:45:00;5668.680;7291.791;5141.978;8424.513
2018-12-04 23:00:00;5668.696;7291.867;5142.014;8424.571
2018-12-04 23:15:00;5668.710;7291.917;5142.055;8424.624
2018-12-04 23:30:00;5668.729;7291.965;5142.096;8424.673
2018-12-04 23:45:00;5668.752;7292.016;5142.135;8424.708
2018-12-05 00:00:00;5668.775;7292.056;5142.174;8424.750
2018-12-05 00:15:00;5668.794;7292.089;5142.204;8424.791
2018-12-05 00:30:00;5668.810;7292.117;5142.235;8424.829
2018-12-05 00:45:00;5668.835;7292.156;5142.265;8424.853
2018-12-05 01:00:00;5668.850;7292.188;5142.295;8424.876
2018-12-05 01:15:00;5668.865;7292.214;5142.326;8424.899
2018-12-05 01:30:00;5668.885;7292.248;5142.367;8424.931
2018-12-05 01:45:00;5668.909;7292.279;5142.406;8424.962
2018-12-05 02:00:00;5668.932;7292.305;5142.441;8424.985
2018-12-05 02:15:00;5668.951;7292.332;5142.482;8425.017
2018-12-05 02:30:00;5668.966;7292.367;5142.521;8425.041
2018-12-05 02:45:00;5668.992;7292.400;5142.551;8425.064
2018-12-05 03:00:00;5669.009;7292.443;5142.584;8425.086
2018-12-05 03:15:00;5669.024;7292.473;5142.623;8425.113
2018-12-05 03:30:00;5669.044;7292.510;5142.662;8425.144
2018-12-05 03:45:00;5669.068;7292.535;5142.693;8425.169
2018-12-05 04:00:00;5669.091;7292.570;5142.723;8425.194
2018-12-05 04:15:00;5669.110;7292.617;5142.756;8425.224
2018-12-05 04:30:00;5669.125;7292.672;5142.789;8425.246
2018-12-05 04:45:00;5669.207;7292.719;5142.822;8425.267
2018-12-05 05:00:00;5669.312;7292.787;5142.861;8425.289
2018-12-05 05:15:00;5669.345;7292.901;5142.905;8425.319
2018-12-05 05:30:00;5669.387;7292.980;5142.949;8425.350
2018-12-05 05:45:00;5669.685;7293.030;5142.993;8425.371
2018-12-05 06:00:00;5669.720;7293.057;5143.035;8425.397
2018-12-05 06:15:00;5669.772;7293.082;5143.068;8425.427
2018-12-05 06:30:00;5669.851;7293.107;5143.101;8425.511
2018-12-05 06:45:00;5669.885;7293.132;5143.135;8425.540
2018-12-05 07:00:00;5669.902;7293.164;5143.167;8425.578
2018-12-05 07:15:00;5669.922;7293.199;5143.197;8425.614
2018-12-05 07:30:00;5669.962;7293.234;5143.237;8425.655
2018-12-05 07:45:00;5670.004;7293.262;5143.276;8425.724
2018-12-05 08:00:00;5670.043;7293.287;5143.308;8425.770
2018-12-05 08:15:00;5670.107;7293.311;5143.349;8425.794
2018-12-05 08:30:00;5670.148;7293.336;5143.390;8425.828
2018-12-05 08:45:00;5670.182;7293.366;5143.421;8425.866
2018-12-05 09:00:00;5670.234;7293.399;5143.452;8425.928
2018-12-05 09:15:00;5670.369;7293.432;5143.491;8425.958
