Datum,Zeit,Adr,ID-Nr.,HST,Nr.,Wert,Einheit,Beschreibung,Art,Modul,SP-Nr.,Tarif
01.02.12,00:00,2,4,GWF,15,1339.19,m^3,volume,instant.,0,1,0
01.02.12,00:00,2,4,GWF,16,1313.16,m^3,volume,instant.,1,1,0
01.02.12,00:00,2,4,GWF,17,8847,HCA,HCA-Unit,instant.,1,1,0
01.02.12,00:00,2,4,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.02.12,00:00,2,4,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.02.12,00:00,2,4,GWF,20,$00,,M-Bus state,,,,
01.02.12,00:00,4,5,GWF,1,14290,kWh,energy,instant.,0,0,0
01.02.12,00:00,4,5,GWF,2,4273.39,m^3,volume,instant.,0,0,0
01.02.12,00:00,4,5,GWF,3,4132.19,m^3,volume,instant.,1,0,0
01.02.12,00:00,4,5,GWF,4,24,°C,flow temperature,instant.,0,0,0
01.02.12,00:00,4,5,GWF,5,24,°C,return temperature,instant.,0,0,0
01.02.12,00:00,4,5,GWF,6,0.8,K,temperature difference,instant.,0,0,0
01.02.12,00:00,4,5,GWF,7,18637,hours,on time,instant.,0,0,0
01.02.12,00:00,4,5,GWF,8,18637,hours,operating time,instant.,0,0,0
01.02.12,00:00,4,5,GWF,9,5,l/h,volume flow,instant.,0,0,0
01.02.12,00:00,4,5,GWF,10,0,kW,power,instant.,0,0,0
01.02.12,00:00,4,5,GWF,11,01.02.12 01:05 Win  V,,time point,instant.,0,0,0
01.02.12,00:00,4,5,GWF,12,13164,HCA,HCA-Unit,instant.,1,0,0
01.02.12,00:00,4,5,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.02.12,00:00,4,5,GWF,14,11362,kWh,energy,instant.,0,1,0
01.02.12,00:00,4,5,GWF,15,3228.12,m^3,volume,instant.,0,1,0
01.02.12,00:00,4,5,GWF,16,3124.89,m^3,volume,instant.,1,1,0
01.02.12,00:00,4,5,GWF,17,9709,HCA,HCA-Unit,instant.,1,1,0
01.02.12,00:00,4,5,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.02.12,00:00,4,5,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.02.12,00:00,4,5,GWF,20,$00,,M-Bus state,,,,
01.02.12,00:00,3,9,GWF,1,25158,kWh,energy,instant.,0,0,0
01.02.12,00:00,3,9,GWF,2,3369.16,m^3,volume,instant.,0,0,0
01.02.12,00:00,3,9,GWF,3,3276.13,m^3,volume,instant.,1,0,0
01.02.12,00:00,3,9,GWF,4,25,°C,flow temperature,instant.,0,0,0
01.02.12,00:00,3,9,GWF,5,25,°C,return temperature,instant.,0,0,0
01.02.12,00:00,3,9,GWF,6,0.1,K,temperature difference,instant.,0,0,0
01.02.12,00:00,3,9,GWF,7,18638,hours,on time,instant.,0,0,0
01.02.12,00:00,3,9,GWF,8,18638,hours,operating time,instant.,0,0,0
01.02.12,00:00,3,9,GWF,9,5,l/h,volume flow,instant.,0,0,0
01.02.12,00:00,3,9,GWF,10,0,kW,power,instant.,0,0,0
01.02.12,00:00,3,9,GWF,11,01.02.12 01:16 Win  V,,time point,instant.,0,0,0
01.02.12,00:00,3,9,GWF,12,3932,HCA,HCA-Unit,instant.,1,0,0
01.02.12,00:00,3,9,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.02.12,00:00,3,9,GWF,14,18535,kWh,energy,instant.,0,1,0
01.02.12,00:00,3,9,GWF,15,2481.89,m^3,volume,instant.,0,1,0
01.02.12,00:00,3,9,GWF,16,2400.07,m^3,volume,instant.,1,1,0
01.02.12,00:00,3,9,GWF,17,3567,HCA,HCA-Unit,instant.,1,1,0
01.02.12,00:00,3,9,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.02.12,00:00,3,9,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.02.12,00:00,3,9,GWF,20,$00,,M-Bus state,,,,
01.03.12,00:00,1,1,GWF,1,15191,kWh,energy,instant.,0,0,0
01.03.12,00:00,1,1,GWF,2,3393.5,m^3,volume,instant.,0,0,0
01.03.12,00:00,1,1,GWF,3,3312.56,m^3,volume,instant.,1,0,0
01.03.12,00:00,1,1,GWF,4,41,°C,flow temperature,instant.,0,0,0
01.03.12,00:00,1,1,GWF,5,34,°C,return temperature,instant.,0,0,0
01.03.12,00:00,1,1,GWF,6,7.3,K,temperature difference,instant.,0,0,0
01.03.12,00:00,1,1,GWF,7,19337,hours,on time,instant.,0,0,0
01.03.12,00:00,1,1,GWF,8,19337,hours,operating time,instant.,0,0,0
01.03.12,00:00,1,1,GWF,9,424,l/h,volume flow,instant.,0,0,0
01.03.12,00:00,1,1,GWF,10,3.49,kW,power,instant.,0,0,0
01.03.12,00:00,1,1,GWF,11,01.03.12 01:12 Win  V,,time point,instant.,0,0,0
01.03.12,00:00,1,1,GWF,12,8521,HCA,HCA-Unit,instant.,1,0,0
01.03.12,00:00,1,1,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.03.12,00:00,1,1,GWF,14,10341,kWh,energy,instant.,0,1,0
01.03.12,00:00,1,1,GWF,15,2348.62,m^3,volume,instant.,0,1,0
01.03.12,00:00,1,1,GWF,16,2296.55,m^3,volume,instant.,1,1,0
01.03.12,00:00,1,1,GWF,17,5922,HCA,HCA-Unit,instant.,1,1,0
01.03.12,00:00,1,1,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.03.12,00:00,1,1,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.03.12,00:00,1,1,GWF,20,$00,,M-Bus state,,,,
01.03.12,00:00,2,4,GWF,1,10283,kWh,energy,instant.,0,0,0
01.03.12,00:00,2,4,GWF,2,1716.04,m^3,volume,instant.,0,0,0
01.03.12,00:00,2,4,GWF,3,1667.62,m^3,volume,instant.,1,0,0
01.03.12,00:00,2,4,GWF,4,41,°C,flow temperature,instant.,0,0,0
01.03.12,00:00,2,4,GWF,5,38,°C,return temperature,instant.,0,0,0
01.03.12,00:00,2,4,GWF,6,2.9,K,temperature difference,instant.,0,0,0
01.03.12,00:00,2,4,GWF,7,19336,hours,on time,instant.,0,0,0
01.03.12,00:00,2,4,GWF,8,19336,hours,operating time,instant.,0,0,0
01.03.12,00:00,2,4,GWF,9,226,l/h,volume flow,instant.,0,0,0
01.03.12,00:00,2,4,GWF,10,0.76,kW,power,instant.,0,0,0
01.03.12,00:00,2,4,GWF,11,01.03.12 01:06 Win  V,,time point,instant.,0,0,0
01.03.12,00:00,2,4,GWF,12,13220,HCA,HCA-Unit,instant.,1,0,0
01.03.12,00:00,2,4,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.03.12,00:00,2,4,GWF,14,7306,kWh,energy,instant.,0,1,0
01.03.12,00:00,2,4,GWF,15,1339.19,m^3,volume,instant.,0,1,0
01.03.12,00:00,2,4,GWF,16,1313.16,m^3,volume,instant.,1,1,0
01.03.12,00:00,2,4,GWF,17,8847,HCA,HCA-Unit,instant.,1,1,0
01.03.12,00:00,2,4,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.03.12,00:00,2,4,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.03.12,00:00,2,4,GWF,20,$00,,M-Bus state,,,,
01.03.12,00:00,4,5,GWF,1,15453,kWh,energy,instant.,0,0,0
01.03.12,00:00,4,5,GWF,2,4530.02,m^3,volume,instant.,0,0,0
01.03.12,00:00,4,5,GWF,3,4356.86,m^3,volume,instant.,1,0,0
01.03.12,00:00,4,5,GWF,4,41,°C,flow temperature,instant.,0,0,0
01.03.12,00:00,4,5,GWF,5,40,°C,return temperature,instant.,0,0,0
01.03.12,00:00,4,5,GWF,6,1.2,K,temperature difference,instant.,0,0,0
01.03.12,00:00,4,5,GWF,7,19333,hours,on time,instant.,0,0,0
01.03.12,00:00,4,5,GWF,8,19333,hours,operating time,instant.,0,0,0
01.03.12,00:00,4,5,GWF,9,355,l/h,volume flow,instant.,0,0,0
01.03.12,00:00,4,5,GWF,10,0.5,kW,power,instant.,0,0,0
01.03.12,00:00,4,5,GWF,11,01.03.12 01:03 Win  V,,time point,instant.,0,0,0
01.03.12,00:00,4,5,GWF,12,13753,HCA,HCA-Unit,instant.,1,0,0
01.03.12,00:00,4,5,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.03.12,00:00,4,5,GWF,14,11362,kWh,energy,instant.,0,1,0
01.03.12,00:00,4,5,GWF,15,3228.12,m^3,volume,instant.,0,1,0
01.03.12,00:00,4,5,GWF,16,3124.89,m^3,volume,instant.,1,1,0
01.03.12,00:00,4,5,GWF,17,9709,HCA,HCA-Unit,instant.,1,1,0
01.03.12,00:00,4,5,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.03.12,00:00,4,5,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.03.12,00:00,4,5,GWF,20,$00,,M-Bus state,,,,
01.03.12,00:00,3,9,GWF,1,27615,kWh,energy,instant.,0,0,0
01.03.12,00:00,3,9,GWF,2,3621.48,m^3,volume,instant.,0,0,0
01.03.12,00:00,3,9,GWF,3,3512.87,m^3,volume,instant.,1,0,0
01.03.12,00:00,3,9,GWF,4,41,°C,flow temperature,instant.,0,0,0
01.03.12,00:00,3,9,GWF,5,36,°C,return temperature,instant.,0,0,0
01.03.12,00:00,3,9,GWF,6,4.5,K,temperature difference,instant.,0,0,0
01.03.12,00:00,3,9,GWF,7,19334,hours,on time,instant.,0,0,0
01.03.12,00:00,3,9,GWF,8,19334,hours,operating time,instant.,0,0,0
01.03.12,00:00,3,9,GWF,9,350,l/h,volume flow,instant.,0,0,0
01.03.12,00:00,3,9,GWF,10,1.76,kW,power,instant.,0,0,0
01.03.12,00:00,3,9,GWF,11,01.03.12 01:14 Win  V,,time point,instant.,0,0,0
01.03.12,00:00,3,9,GWF,12,3932,HCA,HCA-Unit,instant.,1,0,0
01.03.12,00:00,3,9,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.03.12,00:00,3,9,GWF,14,18535,kWh,energy,instant.,0,1,0
01.03.12,00:00,3,9,GWF,15,2481.89,m^3,volume,instant.,0,1,0
01.03.12,00:00,3,9,GWF,16,2400.07,m^3,volume,instant.,1,1,0
01.03.12,00:00,3,9,GWF,17,3567,HCA,HCA-Unit,instant.,1,1,0
01.03.12,00:00,3,9,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.03.12,00:00,3,9,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.03.12,00:00,3,9,GWF,20,$00,,M-Bus state,,,,
01.04.12,00:00,1,1,GWF,1,16013,kWh,energy,instant.,0,0,0
01.04.12,00:00,1,1,GWF,2,3634.5,m^3,volume,instant.,0,0,0
01.04.12,00:00,1,1,GWF,3,3531.7,m^3,volume,instant.,1,0,0
01.04.12,00:00,1,1,GWF,4,36,°C,flow temperature,instant.,0,0,0
01.04.12,00:00,1,1,GWF,5,30,°C,return temperature,instant.,0,0,0
01.04.12,00:00,1,1,GWF,6,5.9,K,temperature difference,instant.,0,0,0
01.04.12,00:00,1,1,GWF,7,20081,hours,on time,instant.,0,0,0
01.04.12,00:00,1,1,GWF,8,20081,hours,operating time,instant.,0,0,0
01.04.12,00:00,1,1,GWF,9,438,l/h,volume flow,instant.,0,0,0
01.04.12,00:00,1,1,GWF,10,2.94,kW,power,instant.,0,0,0
01.04.12,00:00,1,1,GWF,11,01.04.12 01:09 Win  V,,time point,instant.,0,0,0
01.04.12,00:00,1,1,GWF,12,8800,HCA,HCA-Unit,instant.,1,0,0
01.04.12,00:00,1,1,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.04.12,00:00,1,1,GWF,14,10341,kWh,energy,instant.,0,1,0
01.04.12,00:00,1,1,GWF,15,2348.62,m^3,volume,instant.,0,1,0
01.04.12,00:00,1,1,GWF,16,2296.55,m^3,volume,instant.,1,1,0
01.04.12,00:00,1,1,GWF,17,5922,HCA,HCA-Unit,instant.,1,1,0
01.04.12,00:00,1,1,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.04.12,00:00,1,1,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.04.12,00:00,1,1,GWF,20,$00,,M-Bus state,,,,
01.04.12,00:00,2,4,GWF,1,10818,kWh,energy,instant.,0,0,0
01.04.12,00:00,2,4,GWF,2,1882.52,m^3,volume,instant.,0,0,0
01.04.12,00:00,2,4,GWF,3,1820.11,m^3,volume,instant.,1,0,0
01.04.12,00:00,2,4,GWF,4,35,°C,flow temperature,instant.,0,0,0
01.04.12,00:00,2,4,GWF,5,34,°C,return temperature,instant.,0,0,0
01.04.12,00:00,2,4,GWF,6,1.4,K,temperature difference,instant.,0,0,0
01.04.12,00:00,2,4,GWF,7,20080,hours,on time,instant.,0,0,0
01.04.12,00:00,2,4,GWF,8,20080,hours,operating time,instant.,0,0,0
01.04.12,00:00,2,4,GWF,9,221,l/h,volume flow,instant.,0,0,0
01.04.12,00:00,2,4,GWF,10,0.34,kW,power,instant.,0,0,0
01.04.12,00:00,2,4,GWF,11,01.04.12 01:03 Win  V,,time point,instant.,0,0,0
01.04.12,00:00,2,4,GWF,12,13743,HCA,HCA-Unit,instant.,1,0,0
01.04.12,00:00,2,4,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.04.12,00:00,2,4,GWF,14,7306,kWh,energy,instant.,0,1,0
01.04.12,00:00,2,4,GWF,15,1339.19,m^3,volume,instant.,0,1,0
01.04.12,00:00,2,4,GWF,16,1313.16,m^3,volume,instant.,1,1,0
01.04.12,00:00,2,4,GWF,17,8847,HCA,HCA-Unit,instant.,1,1,0
01.04.12,00:00,2,4,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.04.12,00:00,2,4,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.04.12,00:00,2,4,GWF,20,$00,,M-Bus state,,,,
01.04.12,00:00,4,5,GWF,1,16053,kWh,energy,instant.,0,0,0
01.04.12,00:00,4,5,GWF,2,4803.91,m^3,volume,instant.,0,0,0
01.04.12,00:00,4,5,GWF,3,4580.29,m^3,volume,instant.,1,0,0
01.04.12,00:00,4,5,GWF,4,36,°C,flow temperature,instant.,0,0,0
01.04.12,00:00,4,5,GWF,5,35,°C,return temperature,instant.,0,0,0
01.04.12,00:00,4,5,GWF,6,0.9,K,temperature difference,instant.,0,0,0
01.04.12,00:00,4,5,GWF,7,20077,hours,on time,instant.,0,0,0
01.04.12,00:00,4,5,GWF,8,20077,hours,operating time,instant.,0,0,0
01.04.12,00:00,4,5,GWF,9,369,l/h,volume flow,instant.,0,0,0
01.04.12,00:00,4,5,GWF,10,0.37,kW,power,instant.,0,0,0
01.04.12,00:00,4,5,GWF,11,01.04.12 01:00 Win  V,,time point,instant.,0,0,0
01.04.12,00:00,4,5,GWF,12,14416,HCA,HCA-Unit,instant.,1,0,0
01.04.12,00:00,4,5,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.04.12,00:00,4,5,GWF,14,11362,kWh,energy,instant.,0,1,0
01.04.12,00:00,4,5,GWF,15,3228.12,m^3,volume,instant.,0,1,0
01.04.12,00:00,4,5,GWF,16,3124.89,m^3,volume,instant.,1,1,0
01.04.12,00:00,4,5,GWF,17,9709,HCA,HCA-Unit,instant.,1,1,0
01.04.12,00:00,4,5,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.04.12,00:00,4,5,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.04.12,00:00,4,5,GWF,20,$00,,M-Bus state,,,,
01.04.12,00:00,3,9,GWF,1,28913,kWh,energy,instant.,0,0,0
01.04.12,00:00,3,9,GWF,2,3893.78,m^3,volume,instant.,0,0,0
01.04.12,00:00,3,9,GWF,3,3739.9,m^3,volume,instant.,1,0,0
01.04.12,00:00,3,9,GWF,4,35,°C,flow temperature,instant.,0,0,0
01.04.12,00:00,3,9,GWF,5,32,°C,return temperature,instant.,0,0,0
01.04.12,00:00,3,9,GWF,6,2.9,K,temperature difference,instant.,0,0,0
01.04.12,00:00,3,9,GWF,7,20078,hours,on time,instant.,0,0,0
01.04.12,00:00,3,9,GWF,8,20078,hours,operating time,instant.,0,0,0
01.04.12,00:00,3,9,GWF,9,346,l/h,volume flow,instant.,0,0,0
01.04.12,00:00,3,9,GWF,10,1.15,kW,power,instant.,0,0,0
01.04.12,00:00,3,9,GWF,11,01.04.12 01:11 Win  V,,time point,instant.,0,0,0
01.04.12,00:00,3,9,GWF,12,3932,HCA,HCA-Unit,instant.,1,0,0
01.04.12,00:00,3,9,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.04.12,00:00,3,9,GWF,14,18535,kWh,energy,instant.,0,1,0
01.04.12,00:00,3,9,GWF,15,2481.89,m^3,volume,instant.,0,1,0
01.04.12,00:00,3,9,GWF,16,2400.07,m^3,volume,instant.,1,1,0
01.04.12,00:00,3,9,GWF,17,3567,HCA,HCA-Unit,instant.,1,1,0
01.04.12,00:00,3,9,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.04.12,00:00,3,9,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.04.12,00:00,3,9,GWF,20,$00,,M-Bus state,,,,
01.05.12,00:00,1,1,GWF,1,16867,kWh,energy,instant.,0,0,0
01.05.12,00:00,1,1,GWF,2,3861.95,m^3,volume,instant.,0,0,0
01.05.12,00:00,1,1,GWF,3,3744.01,m^3,volume,instant.,1,0,0
01.05.12,00:00,1,1,GWF,4,32,°C,flow temperature,instant.,0,0,0
01.05.12,00:00,1,1,GWF,5,31,°C,return temperature,instant.,0,0,0
01.05.12,00:00,1,1,GWF,6,1.3,K,temperature difference,instant.,0,0,0
01.05.12,00:00,1,1,GWF,7,20801,hours,on time,instant.,0,0,0
01.05.12,00:00,1,1,GWF,8,20801,hours,operating time,instant.,0,0,0
01.05.12,00:00,1,1,GWF,9,300,l/h,volume flow,instant.,0,0,0
01.05.12,00:00,1,1,GWF,10,0.45,kW,power,instant.,0,0,0
01.05.12,00:00,1,1,GWF,11,01.05.12 01:07 Win  V,,time point,instant.,0,0,0
01.05.12,00:00,1,1,GWF,12,9119,HCA,HCA-Unit,instant.,1,0,0
01.05.12,00:00,1,1,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.05.12,00:00,1,1,GWF,14,10341,kWh,energy,instant.,0,1,0
01.05.12,00:00,1,1,GWF,15,2348.62,m^3,volume,instant.,0,1,0
01.05.12,00:00,1,1,GWF,16,2296.55,m^3,volume,instant.,1,1,0
01.05.12,00:00,1,1,GWF,17,5922,HCA,HCA-Unit,instant.,1,1,0
01.05.12,00:00,1,1,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.05.12,00:00,1,1,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.05.12,00:00,1,1,GWF,20,$00,,M-Bus state,,,,
01.05.12,00:00,2,4,GWF,1,11284,kWh,energy,instant.,0,0,0
01.05.12,00:00,2,4,GWF,2,2032.1,m^3,volume,instant.,0,0,0
01.05.12,00:00,2,4,GWF,3,1957.38,m^3,volume,instant.,1,0,0
01.05.12,00:00,2,4,GWF,4,32,°C,flow temperature,instant.,0,0,0
01.05.12,00:00,2,4,GWF,5,30,°C,return temperature,instant.,0,0,0
01.05.12,00:00,2,4,GWF,6,1.8,K,temperature difference,instant.,0,0,0
01.05.12,00:00,2,4,GWF,7,20800,hours,on time,instant.,0,0,0
01.05.12,00:00,2,4,GWF,8,20800,hours,operating time,instant.,0,0,0
01.05.12,00:00,2,4,GWF,9,240,l/h,volume flow,instant.,0,0,0
01.05.12,00:00,2,4,GWF,10,0.45,kW,power,instant.,0,0,0
01.05.12,00:00,2,4,GWF,11,01.05.12 01:01 Win  V,,time point,instant.,0,0,0
01.05.12,00:00,2,4,GWF,12,14460,HCA,HCA-Unit,instant.,1,0,0
01.05.12,00:00,2,4,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.05.12,00:00,2,4,GWF,14,7306,kWh,energy,instant.,0,1,0
01.05.12,00:00,2,4,GWF,15,1339.19,m^3,volume,instant.,0,1,0
01.05.12,00:00,2,4,GWF,16,1313.16,m^3,volume,instant.,1,1,0
01.05.12,00:00,2,4,GWF,17,8847,HCA,HCA-Unit,instant.,1,1,0
01.05.12,00:00,2,4,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.05.12,00:00,2,4,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.05.12,00:00,2,4,GWF,20,$00,,M-Bus state,,,,
01.05.12,00:00,4,5,GWF,1,16495,kWh,energy,instant.,0,0,0
01.05.12,00:00,4,5,GWF,2,5044.08,m^3,volume,instant.,0,0,0
01.05.12,00:00,4,5,GWF,3,4771.43,m^3,volume,instant.,1,0,0
01.05.12,00:00,4,5,GWF,4,32,°C,flow temperature,instant.,0,0,0
01.05.12,00:00,4,5,GWF,5,31,°C,return temperature,instant.,0,0,0
01.05.12,00:00,4,5,GWF,6,1,K,temperature difference,instant.,0,0,0
01.05.12,00:00,4,5,GWF,7,20796,hours,on time,instant.,0,0,0
01.05.12,00:00,4,5,GWF,8,20796,hours,operating time,instant.,0,0,0
01.05.12,00:00,4,5,GWF,9,383,l/h,volume flow,instant.,0,0,0
01.05.12,00:00,4,5,GWF,10,0.44,kW,power,instant.,0,0,0
01.05.12,00:00,4,5,GWF,11,01.05.12 00:57 Win  V,,time point,instant.,0,0,0
01.05.12,00:00,4,5,GWF,12,15021,HCA,HCA-Unit,instant.,1,0,0
01.05.12,00:00,4,5,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.05.12,00:00,4,5,GWF,14,11362,kWh,energy,instant.,0,1,0
01.05.12,00:00,4,5,GWF,15,3228.12,m^3,volume,instant.,0,1,0
01.05.12,00:00,4,5,GWF,16,3124.89,m^3,volume,instant.,1,1,0
01.05.12,00:00,4,5,GWF,17,9709,HCA,HCA-Unit,instant.,1,1,0
01.05.12,00:00,4,5,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.05.12,00:00,4,5,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.05.12,00:00,4,5,GWF,20,$00,,M-Bus state,,,,
01.05.12,00:00,3,9,GWF,1,30006,kWh,energy,instant.,0,0,0
01.05.12,00:00,3,9,GWF,2,4128.24,m^3,volume,instant.,0,0,0
01.05.12,00:00,3,9,GWF,3,3940.24,m^3,volume,instant.,1,0,0
01.05.12,00:00,3,9,GWF,4,32,°C,flow temperature,instant.,0,0,0
01.05.12,00:00,3,9,GWF,5,30,°C,return temperature,instant.,0,0,0
01.05.12,00:00,3,9,GWF,6,2.5,K,temperature difference,instant.,0,0,0
01.05.12,00:00,3,9,GWF,7,20798,hours,on time,instant.,0,0,0
01.05.12,00:00,3,9,GWF,8,20798,hours,operating time,instant.,0,0,0
01.05.12,00:00,3,9,GWF,9,383,l/h,volume flow,instant.,0,0,0
01.05.12,00:00,3,9,GWF,10,1.07,kW,power,instant.,0,0,0
01.05.12,00:00,3,9,GWF,11,01.05.12 01:09 Win  V,,time point,instant.,0,0,0
01.05.12,00:00,3,9,GWF,12,3932,HCA,HCA-Unit,instant.,1,0,0
01.05.12,00:00,3,9,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.05.12,00:00,3,9,GWF,14,18535,kWh,energy,instant.,0,1,0
01.05.12,00:00,3,9,GWF,15,2481.89,m^3,volume,instant.,0,1,0
01.05.12,00:00,3,9,GWF,16,2400.07,m^3,volume,instant.,1,1,0
01.05.12,00:00,3,9,GWF,17,3567,HCA,HCA-Unit,instant.,1,1,0
01.05.12,00:00,3,9,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.05.12,00:00,3,9,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.05.12,00:00,3,9,GWF,20,$00,,M-Bus state,,,,
01.06.12,00:00,1,1,GWF,1,17359,kWh,energy,instant.,0,0,0
01.06.12,00:00,1,1,GWF,2,4065.53,m^3,volume,instant.,0,0,0
01.06.12,00:00,1,1,GWF,3,3945.12,m^3,volume,instant.,1,0,0
01.06.12,00:00,1,1,GWF,4,26,°C,flow temperature,instant.,0,0,0
01.06.12,00:00,1,1,GWF,5,26,°C,return temperature,instant.,0,0,0
01.06.12,00:00,1,1,GWF,6,0.2,K,temperature difference,instant.,0,0,0
01.06.12,00:00,1,1,GWF,7,21545,hours,on time,instant.,0,0,0
01.06.12,00:00,1,1,GWF,8,21545,hours,operating time,instant.,0,0,0
01.06.12,00:00,1,1,GWF,9,323,l/h,volume flow,instant.,0,0,0
01.06.12,00:00,1,1,GWF,10,0.07,kW,power,instant.,0,0,0
01.06.12,00:00,1,1,GWF,11,01.06.12 01:04 Win  V,,time point,instant.,0,0,0
01.06.12,00:00,1,1,GWF,12,9376,HCA,HCA-Unit,instant.,1,0,0
01.06.12,00:00,1,1,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.06.12,00:00,1,1,GWF,14,10341,kWh,energy,instant.,0,1,0
01.06.12,00:00,1,1,GWF,15,2348.62,m^3,volume,instant.,0,1,0
01.06.12,00:00,1,1,GWF,16,2296.55,m^3,volume,instant.,1,1,0
01.06.12,00:00,1,1,GWF,17,5922,HCA,HCA-Unit,instant.,1,1,0
01.06.12,00:00,1,1,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.06.12,00:00,1,1,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.06.12,00:00,1,1,GWF,20,$00,,M-Bus state,,,,
01.06.12,00:00,2,4,GWF,1,11506,kWh,energy,instant.,0,0,0
01.06.12,00:00,2,4,GWF,2,2174.7,m^3,volume,instant.,0,0,0
01.06.12,00:00,2,4,GWF,3,2093.26,m^3,volume,instant.,1,0,0
01.06.12,00:00,2,4,GWF,4,26,°C,flow temperature,instant.,0,0,0
01.06.12,00:00,2,4,GWF,5,26,°C,return temperature,instant.,0,0,0
01.06.12,00:00,2,4,GWF,6,0.1,K,temperature difference,instant.,0,0,0
01.06.12,00:00,2,4,GWF,7,21543,hours,on time,instant.,0,0,0
01.06.12,00:00,2,4,GWF,8,21543,hours,operating time,instant.,0,0,0
01.06.12,00:00,2,4,GWF,9,272,l/h,volume flow,instant.,0,0,0
01.06.12,00:00,2,4,GWF,10,0.01,kW,power,instant.,0,0,0
01.06.12,00:00,2,4,GWF,11,01.06.12 00:58 Win  V,,time point,instant.,0,0,0
01.06.12,00:00,2,4,GWF,12,15126,HCA,HCA-Unit,instant.,1,0,0
01.06.12,00:00,2,4,GWF,13,0,HCA,HCA-Unit,instant.,2,0,0
01.06.12,00:00,2,4,GWF,14,7306,kWh,energy,instant.,0,1,0
01.06.12,00:00,2,4,GWF,15,1339.19,m^3,volume,instant.,0,1,0
01.06.12,00:00,2,4,GWF,16,1313.16,m^3,volume,instant.,1,1,0
01.06.12,00:00,2,4,GWF,17,8847,HCA,HCA-Unit,instant.,1,1,0
01.06.12,00:00,2,4,GWF,18,0,HCA,HCA-Unit,instant.,2,1,0
01.06.12,00:00,2,4,GWF,19,01.07.2011,,time point,instant.,0,1,0
01.06.12,00:00,2,4,GWF,20,$00,,M-Bus state,,,,
01.06.12,00:00,4,5,GWF,1,16720,kWh,energy,instant.,0,0,0
01.06.12,00:00,4,5,GWF,2,5264.54,m^3,volume,instant.,0,0,0
01.06.12,00:00,4,5,GWF,3,4959.38,m^3,volume,instant.,1,0,0
01.06.12,00:00,4,5,GWF,4,26,°C,flow temperature,instant.,0,0,0
01.06.12,00:00,4,5,GWF,5,26,°C,return temperature,instant.,0,0,0
01.06.12,00:00,4,5,GWF,6,0,K,temperature difference,instant.,0,0,0
01.06.12,00:00,4,5,GWF,7,21540,hours,on time,instant.,0,0,0
01.06.12,00:00,4,5,GWF,8,21540,hours,operating time,instant.,0,0,0
