"time";"D_aQualWisely1"
"05.07.2020 03:47:03";574.833333333333
"05.07.2020 04:47:03";604.166666666667
"05.07.2020 05:47:02";610.166666666667
"05.07.2020 06:47:02";597.833333333333
"05.07.2020 07:47:02";588.166666666667
"05.07.2020 07:47:06";588.166666666667
"05.07.2020 08:47:02";599.333333333333
"05.07.2020 09:47:01";598
"05.07.2020 10:47:01";624.5
"05.07.2020 11:47:01";603.833333333333
"05.07.2020 12:47:00";674.666666666667
"05.07.2020 13:47:00";616.666666666667
"05.07.2020 14:47:00";498.333333333333
"05.07.2020 15:46:59";490
"05.07.2020 16:46:59";484.166666666667
"05.07.2020 17:46:59";456
"05.07.2020 18:46:59";441.5
"05.07.2020 19:46:58";431.333333333333
"05.07.2020 20:46:58";424.166666666667
"05.07.2020 21:46:58";418.666666666667
"05.07.2020 22:46:57";438.5
"05.07.2020 23:46:57";503
"06.07.2020 00:46:57";622.166666666667
"06.07.2020 01:46:56";648
"06.07.2020 02:46:56";616.833333333333
"06.07.2020 03:46:56";584.166666666667
"06.07.2020 04:46:55";575.666666666667
"06.07.2020 05:46:55";552.333333333333
"06.07.2020 06:46:55";522.833333333333
"06.07.2020 07:46:55";499.666666666667
"06.07.2020 07:47:00";499.666666666667
"06.07.2020 07:47:04";499.666666666667
"06.07.2020 08:46:57";533.166666666667
"06.07.2020 09:46:57";872.5
"06.07.2020 10:46:56";1005.5
"06.07.2020 11:46:53";1089.5
"06.07.2020 12:46:53";1221.33333333333
"06.07.2020 13:46:53";760
"06.07.2020 14:46:52";408.833333333333
"06.07.2020 15:06:05";403.666666666667
"06.07.2020 15:06:24";402
"06.07.2020 16:05:52";409.5
"06.07.2020 17:05:52";416.666666666667
"06.07.2020 18:05:51";455.833333333333
"06.07.2020 19:05:51";548.333333333333
"06.07.2020 20:05:51";571.666666666667
"06.07.2020 21:05:51";567.333333333333
"06.07.2020 22:05:50";560
"06.07.2020 23:05:50";604.833333333333
"07.07.2020 00:05:50";656.666666666667
"07.07.2020 01:05:49";638.333333333333
"07.07.2020 02:05:49";627
"07.07.2020 03:05:49";618.666666666667
"07.07.2020 04:05:48";605.666666666667
"07.07.2020 05:05:48";589.833333333333
"07.07.2020 06:05:48";581.833333333333
"07.07.2020 07:05:47";572
"07.07.2020 07:46:51";559.25
"07.07.2020 08:46:47";541.666666666667
"07.07.2020 09:46:47";538.666666666667
"07.07.2020 10:46:46";555.666666666667
"07.07.2020 11:46:46";611
"07.07.2020 12:46:46";568.5
"07.07.2020 13:46:45";531
"07.07.2020 14:46:45";488
"07.07.2020 15:46:45";440.166666666667
"07.07.2020 16:46:45";567.833333333333
"07.07.2020 17:46:44";557.5
"07.07.2020 18:46:44";506.666666666667
"07.07.2020 19:46:44";501.833333333333
"07.07.2020 20:46:43";492.833333333333
"07.07.2020 21:46:43";497.333333333333
"07.07.2020 22:46:43";519
"07.07.2020 23:46:42";644
"08.07.2020 00:46:42";646
"08.07.2020 01:46:42";612
"08.07.2020 02:46:41";577.833333333333
"08.07.2020 03:46:41";554.666666666667
"08.07.2020 04:46:41";572
"08.07.2020 05:46:41";587.833333333333
"08.07.2020 06:46:40";585
"08.07.2020 07:46:40";585.5
"08.07.2020 07:46:45";585.5
"08.07.2020 07:46:50";585.5
"08.07.2020 08:46:42";690
"08.07.2020 09:46:42";802
"08.07.2020 10:46:42";418.333333333333
"08.07.2020 11:46:39";413.833333333333
"08.07.2020 12:46:38";405
"08.07.2020 13:46:38";413.5
"08.07.2020 14:46:38";472
"08.07.2020 15:46:37";465.166666666667
"08.07.2020 16:46:37";465.833333333333
"08.07.2020 17:46:37";606
"08.07.2020 18:46:37";923.166666666667
"08.07.2020 19:46:36";612.833333333333
"08.07.2020 20:46:36";442
"08.07.2020 21:46:36";452.333333333333
"08.07.2020 22:46:35";474.666666666667
"08.07.2020 23:46:35";509.166666666667
"09.07.2020 00:46:35";561.166666666667
"09.07.2020 01:46:34";567.666666666667
"09.07.2020 02:46:34";563
"09.07.2020 03:46:34";484.833333333333
"09.07.2020 04:46:33";435.5
"09.07.2020 05:46:33";433.833333333333
"09.07.2020 06:46:33";431.5
"09.07.2020 07:46:33";435
"09.07.2020 07:46:37";435
"09.07.2020 07:46:41";435
"09.07.2020 08:46:32";476
"09.07.2020 09:46:32";488.666666666667
"09.07.2020 10:46:32";492
"09.07.2020 11:46:31";533
"09.07.2020 12:46:31";557.333333333333
"09.07.2020 13:46:31";595.333333333333
"09.07.2020 14:46:30";572.833333333333
"09.07.2020 15:46:30";544.166666666667
"09.07.2020 16:46:30";571
"09.07.2020 17:46:30";572.5
"09.07.2020 18:46:29";547
"09.07.2020 19:46:29";527.166666666667
"09.07.2020 20:46:29";506.166666666667
"09.07.2020 21:46:28";531
"09.07.2020 22:46:28";538.166666666667
"09.07.2020 23:46:28";555.166666666667
"10.07.2020 00:46:27";591.833333333333
"10.07.2020 01:46:27";598.333333333333
"10.07.2020 02:46:27";602.833333333333
"10.07.2020 03:46:26";601.166666666667
"10.07.2020 04:46:26";601.833333333333
"10.07.2020 05:46:26";599.666666666667
"10.07.2020 07:46:25";593.833333333333
"10.07.2020 07:46:30";593.833333333333
"10.07.2020 08:46:25";612.833333333333
"10.07.2020 09:46:25";685
"10.07.2020 10:46:24";678
"10.07.2020 11:46:24";632.666666666667
"10.07.2020 12:46:24";611.666666666667
"10.07.2020 13:46:23";621.5
"10.07.2020 14:46:23";836.166666666667
"10.07.2020 15:46:23";1000.66666666667
"10.07.2020 16:46:22";801.833333333333
"10.07.2020 17:46:22";886.5
"10.07.2020 18:46:22";984.166666666667
"10.07.2020 19:46:22";678.333333333333
"10.07.2020 20:46:21";550
"10.07.2020 21:46:21";543
"10.07.2020 22:46:21";543.5
"10.07.2020 23:46:20";450
"11.07.2020 00:46:20";423.833333333333
"11.07.2020 01:46:20";417.5
"11.07.2020 02:46:19";415.166666666667
"11.07.2020 04:46:19";410.666666666667
"11.07.2020 05:46:19";410.5
"11.07.2020 06:46:18";412.166666666667
"11.07.2020 07:46:18";412.666666666667
"11.07.2020 07:46:23";412.666666666667
"11.07.2020 07:46:24";412.666666666667
"11.07.2020 08:46:18";422.166666666667
"11.07.2020 09:46:17";507.666666666667
"11.07.2020 10:46:17";498.666666666667
"11.07.2020 11:46:17";450.833333333333
"11.07.2020 12:46:16";408.166666666667
"11.07.2020 13:46:16";435.166666666667
"11.07.2020 14:46:16";458.666666666667
"11.07.2020 15:46:15";455.333333333333
"11.07.2020 16:46:15";446.166666666667
"11.07.2020 17:46:15";437
"11.07.2020 18:46:15";433
"11.07.2020 19:46:14";426.333333333333
"11.07.2020 20:46:14";423.333333333333
"11.07.2020 21:46:14";468.5
"11.07.2020 22:46:13";561.833333333333
"11.07.2020 23:46:13";571.833333333333
"12.07.2020 00:46:13";600
"12.07.2020 01:46:12";590.666666666667
"12.07.2020 02:46:12";582
"12.07.2020 03:46:12";571.333333333333
"12.07.2020 04:46:12";567.5
"12.07.2020 05:46:11";571.5
"12.07.2020 06:46:11";571.666666666667
"12.07.2020 07:46:11";573.833333333333
"12.07.2020 07:46:15";573.833333333333
"12.07.2020 07:46:20";573.833333333333
"12.07.2020 08:46:13";604.166666666667
"12.07.2020 09:46:13";613.333333333333
"12.07.2020 10:46:12";574.5
"12.07.2020 11:46:12";469.666666666667
"12.07.2020 12:46:09";434.333333333333
"12.07.2020 13:46:09";433.833333333333
"12.07.2020 14:46:09";453.333333333333
"12.07.2020 15:46:08";453.833333333333
"12.07.2020 16:46:08";446.333333333333
"12.07.2020 17:46:08";441.5
"12.07.2020 18:46:07";436.5
"12.07.2020 19:46:07";429.666666666667
"12.07.2020 20:46:07";426.666666666667
"12.07.2020 21:46:06";423.666666666667
"12.07.2020 22:46:06";422
"12.07.2020 23:46:06";420.5
"13.07.2020 00:46:05";418.333333333333
"13.07.2020 01:46:05";424
"13.07.2020 02:46:05";437.666666666667
"13.07.2020 03:46:05";450.833333333333
"13.07.2020 04:46:04";464.333333333333
"13.07.2020 05:46:04";468.666666666667
"13.07.2020 06:46:04";472.333333333333
"13.07.2020 07:46:03";477.5
"13.07.2020 08:46:03";484.5
"13.07.2020 09:46:03";498.333333333333
"13.07.2020 10:46:02";515.333333333333
"13.07.2020 11:46:02";501.5
"13.07.2020 12:46:02";475.333333333333
"13.07.2020 13:46:01";458.5
"13.07.2020 14:46:01";446.333333333333
"13.07.2020 15:46:01";444
"13.07.2020 16:46:01";435.5
"13.07.2020 17:46:00";432.5
"13.07.2020 18:46:00";449
"13.07.2020 19:46:00";423.166666666667
"13.07.2020 20:45:59";422.166666666667
"13.07.2020 21:45:59";474.166666666667
"13.07.2020 22:45:59";552.333333333333
"13.07.2020 23:45:58";607.666666666667
"14.07.2020 00:45:58";599.833333333333
"14.07.2020 01:45:58";483.5
"14.07.2020 02:45:58";429.166666666667
"14.07.2020 03:45:57";428.166666666667
"14.07.2020 04:45:57";428.666666666667
"14.07.2020 05:45:57";426.833333333333
"14.07.2020 06:45:56";423.333333333333
"14.07.2020 07:45:56";419.5
"14.07.2020 07:46:02";419.5
"14.07.2020 07:46:07";419.5
"14.07.2020 08:45:58";487
"14.07.2020 09:45:58";581.5
"14.07.2020 10:45:58";419.833333333333
"14.07.2020 11:45:57";413.166666666667
"14.07.2020 12:45:57";408
"14.07.2020 13:45:57";407
"14.07.2020 14:45:56";398.166666666667
"14.07.2020 15:45:56";396.5
"14.07.2020 16:45:56";394
"14.07.2020 17:45:55";402.5
"14.07.2020 18:45:55";406.666666666667
"14.07.2020 19:45:55";395.166666666667
"14.07.2020 20:45:55";398.333333333333
"14.07.2020 21:45:54";417
"14.07.2020 22:45:54";542.666666666667
"14.07.2020 23:45:51";593.166666666667
"15.07.2020 01:45:50";636.333333333333
"15.07.2020 02:34:25";646.666666666667
"15.07.2020 02:51:52";626.666666666667
"15.07.2020 03:51:50";640.5
"15.07.2020 04:51:50";638
"15.07.2020 05:51:49";604
"15.07.2020 06:51:49";576.5
"15.07.2020 07:45:53";572.4
"15.07.2020 08:45:48";607
"15.07.2020 09:45:48";769.666666666667
"15.07.2020 10:45:48";713
"15.07.2020 11:45:47";714.666666666667
"15.07.2020 12:45:47";708
"15.07.2020 13:45:47";489.666666666667
"15.07.2020 14:45:46";470.333333333333
"15.07.2020 15:45:46";443
"15.07.2020 16:45:46";775.166666666667
"15.07.2020 17:45:46";999.833333333333
"15.07.2020 18:45:45";817.166666666667
"15.07.2020 19:45:45";458.666666666667
"15.07.2020 20:45:45";451
"15.07.2020 21:45:44";539.166666666667
"15.07.2020 22:45:44";572.333333333333
"15.07.2020 23:45:44";576.333333333333
"16.07.2020 00:45:43";566.833333333333
"16.07.2020 01:45:43";562.5
"16.07.2020 02:45:43";563.333333333333
"16.07.2020 03:45:43";559.5
"16.07.2020 04:45:42";549.166666666667
"16.07.2020 05:45:42";544.333333333333
"16.07.2020 06:45:42";541.333333333333
"16.07.2020 07:45:41";543
"16.07.2020 07:45:46";543
"16.07.2020 07:45:51";543
"16.07.2020 08:45:44";557.333333333333
"16.07.2020 09:45:43";624.5
"16.07.2020 10:45:40";676.333333333333
"16.07.2020 11:45:40";621.166666666667
"16.07.2020 12:45:40";578.333333333333
"16.07.2020 13:45:39";555.5
"16.07.2020 14:45:39";545.833333333333
"16.07.2020 15:45:39";488.666666666667
"16.07.2020 16:45:39";524.5
"16.07.2020 17:45:38";513
"16.07.2020 18:45:38";514.666666666667
"16.07.2020 19:45:38";621.5
"16.07.2020 20:45:37";492.833333333333
"16.07.2020 21:45:37";485
"16.07.2020 22:45:37";476.5
"16.07.2020 23:45:36";601.5
"17.07.2020 00:45:36";660
"17.07.2020 01:45:36";665.5
"17.07.2020 02:45:36";667.333333333333
"17.07.2020 03:45:35";665
"17.07.2020 04:45:35";662.166666666667
"17.07.2020 05:45:35";636.333333333333
"17.07.2020 06:45:34";585.666666666667
"17.07.2020 07:45:34";566.333333333333
"17.07.2020 07:45:39";566.333333333333
"17.07.2020 07:45:43";566.333333333333
"17.07.2020 08:45:36";528.333333333333
"17.07.2020 09:45:36";421.666666666667
"17.07.2020 10:45:36";508.833333333333
"17.07.2020 11:45:33";811.5
"17.07.2020 12:45:32";793.5
"17.07.2020 13:45:32";556.666666666667
"17.07.2020 14:45:32";909.333333333333
"17.07.2020 15:45:32";1062.33333333333
"17.07.2020 16:45:31";750.333333333333
"17.07.2020 17:45:31";1170.66666666667
"17.07.2020 18:45:31";1592
"17.07.2020 19:45:30";1327.5
"17.07.2020 20:45:30";503.166666666667
"17.07.2020 21:45:30";454.333333333333
"17.07.2020 22:45:29";567.833333333333
"17.07.2020 23:45:29";617.333333333333
"18.07.2020 00:45:29";623.5
"18.07.2020 01:45:29";640
"18.07.2020 02:45:28";631
"18.07.2020 03:45:28";629.5
"18.07.2020 04:45:28";626.666666666667
"18.07.2020 05:45:27";616.333333333333
"18.07.2020 06:45:27";617.333333333333
"18.07.2020 07:45:27";623
"18.07.2020 08:45:26";614.166666666667
"18.07.2020 09:45:26";489.666666666667
"18.07.2020 10:45:26";539.5
"18.07.2020 11:45:25";582.666666666667
"18.07.2020 12:45:25";548.833333333333
"18.07.2020 13:45:25";498.166666666667
"18.07.2020 14:45:25";462.833333333333
"18.07.2020 15:45:24";480.666666666667
"18.07.2020 16:45:24";467.833333333333
"18.07.2020 17:45:24";451.166666666667
"18.07.2020 18:45:23";446.166666666667
"18.07.2020 19:45:23";437
"18.07.2020 20:45:23";431.666666666667
"18.07.2020 21:45:22";427
"18.07.2020 22:45:22";425.333333333333
"18.07.2020 23:45:22";424.5
"19.07.2020 00:45:22";425.833333333333
"19.07.2020 01:45:21";424.833333333333
"19.07.2020 02:45:21";423.833333333333
"19.07.2020 03:45:21";428.666666666667
"19.07.2020 04:45:20";428.166666666667
"19.07.2020 05:45:20";428.5
"19.07.2020 06:45:20";429.833333333333
"19.07.2020 07:45:19";430.666666666667
"19.07.2020 08:45:19";431.666666666667
"19.07.2020 09:45:19";430
"19.07.2020 10:45:18";430.833333333333
"19.07.2020 11:45:18";431.333333333333
"19.07.2020 12:45:18";430.166666666667
"19.07.2020 13:45:18";425.833333333333
"19.07.2020 14:45:17";421.5
"19.07.2020 15:45:17";418.166666666667
"19.07.2020 16:45:17";416.166666666667
"19.07.2020 17:45:16";414.333333333333
"19.07.2020 18:45:16";410.666666666667
"19.07.2020 19:45:16";408.333333333333
"19.07.2020 20:45:15";407.833333333333
"19.07.2020 21:45:15";407.333333333333
"19.07.2020 22:45:15";408.166666666667
"19.07.2020 23:45:15";412.333333333333
"20.07.2020 00:45:14";416.666666666667
"20.07.2020 01:45:14";417.833333333333
"20.07.2020 02:45:14";419.166666666667
"20.07.2020 03:45:13";421.833333333333
"20.07.2020 04:45:13";424.166666666667
"20.07.2020 05:45:13";426.333333333333
"20.07.2020 06:45:12";427.833333333333
"20.07.2020 07:45:12";427.333333333333
"20.07.2020 08:45:12";432.333333333333
"20.07.2020 09:45:11";432.833333333333
"20.07.2020 10:45:11";431.5
"20.07.2020 11:45:11";431.166666666667
"20.07.2020 12:45:11";425.666666666667
"20.07.2020 13:45:10";420.333333333333
"20.07.2020 14:45:10";419.5
"20.07.2020 15:45:10";416.833333333333
"20.07.2020 16:45:09";413.166666666667
"20.07.2020 17:45:09";409.5
"20.07.2020 18:45:09";408.666666666667
"20.07.2020 19:45:08";410.833333333333
"20.07.2020 20:45:08";409.833333333333
"20.07.2020 21:45:08";411
"20.07.2020 22:45:08";412
"20.07.2020 23:45:07";414.166666666667
"21.07.2020 00:45:07";433.833333333333
"21.07.2020 01:45:07";437
"21.07.2020 02:45:06";436.5
"21.07.2020 03:45:06";436.666666666667
"21.07.2020 04:45:06";438.166666666667
"21.07.2020 05:45:05";438.5
"21.07.2020 06:45:05";439.333333333333
"21.07.2020 07:45:05";447.666666666667
"21.07.2020 08:45:05";449.5
"21.07.2020 09:45:04";445.5
"21.07.2020 10:45:04";438.5
"21.07.2020 11:45:04";432.166666666667
"21.07.2020 12:45:03";424.333333333333
"21.07.2020 13:45:03";416.5
"21.07.2020 14:45:03";413.833333333333
"21.07.2020 15:45:02";412.166666666667
"21.07.2020 16:45:02";409
"21.07.2020 17:45:02";406.333333333333
"21.07.2020 18:45:01";404.833333333333
"21.07.2020 19:45:01";401.5
"21.07.2020 20:45:01";401.666666666667
"21.07.2020 21:45:01";408
"21.07.2020 22:45:00";416.5
"21.07.2020 23:45:00";427.5
"22.07.2020 00:45:00";434.5
"22.07.2020 01:44:59";436.833333333333
"22.07.2020 02:44:59";439.666666666667
"22.07.2020 03:44:59";438.5
"22.07.2020 04:44:58";439.166666666667
"22.07.2020 05:44:58";438.833333333333
"22.07.2020 06:44:58";439
"22.07.2020 07:44:58";440.666666666667
"22.07.2020 07:45:03";440.666666666667
"22.07.2020 07:45:08";440.666666666667
"22.07.2020 08:45:00";442.166666666667
"22.07.2020 09:44:57";442
"22.07.2020 10:44:57";438.5
"22.07.2020 11:44:56";432.833333333333
"22.07.2020 12:44:56";428.666666666667
"22.07.2020 13:44:56";423.5
"22.07.2020 14:44:55";420.166666666667
"22.07.2020 15:44:55";420.5
"22.07.2020 16:44:55";418
"22.07.2020 17:44:54";417.333333333333
"22.07.2020 18:44:54";414
"22.07.2020 19:44:54";409.5
"22.07.2020 20:44:54";409.5
"22.07.2020 21:44:53";423
"22.07.2020 22:44:53";466.166666666667
"22.07.2020 23:44:53";573.333333333333
"23.07.2020 00:44:52";621.666666666667
"23.07.2020 01:44:52";613.333333333333
"23.07.2020 02:44:52";589
"23.07.2020 03:44:51";577.666666666667
"23.07.2020 04:44:51";576.333333333333
"23.07.2020 05:44:51";575.833333333333
"23.07.2020 06:44:51";576.333333333333
"23.07.2020 07:44:50";581
"23.07.2020 08:44:50";711.333333333333
"23.07.2020 09:44:50";806.833333333333
"23.07.2020 10:44:49";935
"23.07.2020 11:44:49";1000
"23.07.2020 12:44:49";825.666666666667
"23.07.2020 13:44:48";732.166666666667
"23.07.2020 14:44:48";615.833333333333
"23.07.2020 15:44:48";542.333333333333
"23.07.2020 16:44:48";537
"23.07.2020 17:44:47";664.333333333333
"23.07.2020 18:44:47";860.166666666667
"23.07.2020 19:44:47";731.5
"23.07.2020 20:44:46";705.833333333333
"23.07.2020 21:44:46";614.833333333333
"23.07.2020 22:44:46";618.333333333333
"23.07.2020 23:44:45";828.166666666667
"24.07.2020 00:44:45";816.166666666667
"24.07.2020 01:44:45";701.833333333333
"24.07.2020 02:44:44";686.333333333333
"24.07.2020 03:44:44";710.5
"24.07.2020 04:44:44";663.666666666667
"24.07.2020 05:44:44";626.166666666667
"24.07.2020 06:44:43";615
"24.07.2020 07:44:43";608.5
"24.07.2020 07:44:47";608.5
"24.07.2020 07:44:51";608.5
"24.07.2020 08:44:43";607.333333333333
"24.07.2020 09:44:42";659.333333333333
"24.07.2020 10:44:42";947.5
"24.07.2020 11:44:42";1246.66666666667
"24.07.2020 12:44:41";1314.66666666667
"24.07.2020 13:44:41";783
"24.07.2020 14:44:41";479.5
"24.07.2020 15:44:41";611.666666666667
"24.07.2020 16:44:40";887.833333333333
"24.07.2020 17:44:40";1148
"24.07.2020 18:44:40";889.833333333333
"24.07.2020 19:44:39";472.666666666667
"24.07.2020 21:44:39";456.166666666667
"24.07.2020 22:44:38";515.666666666667
"24.07.2020 23:44:38";554.5
"25.07.2020 00:44:38";570.833333333333
"25.07.2020 01:44:37";573
"25.07.2020 02:44:37";577.5
"25.07.2020 03:44:37";579.166666666667
"25.07.2020 04:44:37";581.333333333333
"25.07.2020 05:44:36";588.166666666667
"25.07.2020 06:44:36";591.666666666667
"25.07.2020 07:44:36";592.166666666667
"25.07.2020 07:44:41";592.166666666667
"25.07.2020 08:44:35";591.666666666667
"25.07.2020 09:44:35";561
"25.07.2020 10:44:35";554.5
"25.07.2020 11:44:34";564.5
"25.07.2020 12:44:34";516.666666666667
"25.07.2020 13:44:34";506.166666666667
"25.07.2020 14:44:34";496.5
"25.07.2020 15:44:33";466.833333333333
"25.07.2020 16:44:33";442.333333333333
"25.07.2020 17:44:33";433.333333333333
"25.07.2020 18:44:32";424.5
"25.07.2020 19:44:32";421.666666666667
"25.07.2020 20:44:32";418
"25.07.2020 21:44:31";418.166666666667
"25.07.2020 22:44:31";456.166666666667
"25.07.2020 23:44:31";496.833333333333
"26.07.2020 00:44:30";542.666666666667
"26.07.2020 01:44:30";480.333333333333
"26.07.2020 02:44:30";439
"26.07.2020 03:44:30";439.5
"26.07.2020 04:44:29";441.833333333333
"26.07.2020 05:44:29";443.333333333333
"26.07.2020 06:44:29";445.333333333333
"26.07.2020 07:44:28";450.166666666667
"26.07.2020 07:44:33";450.166666666667
"26.07.2020 07:44:37";450.166666666667
"26.07.2020 08:44:28";455.333333333333
"26.07.2020 09:44:28";444.833333333333
"26.07.2020 10:44:27";444.333333333333
"26.07.2020 11:44:27";499.166666666667
"26.07.2020 12:44:27";529.5
"26.07.2020 13:44:27";518.5
"26.07.2020 14:44:26";506.833333333333
"26.07.2020 15:44:26";491.666666666667
"26.07.2020 16:44:26";477.333333333333
"26.07.2020 17:44:25";468
"26.07.2020 18:44:25";460.166666666667
"26.07.2020 19:44:25";453.833333333333
"26.07.2020 20:44:24";460
"26.07.2020 21:44:24";476.5
"26.07.2020 22:44:24";473.666666666667
"26.07.2020 23:44:24";437.333333333333
"27.07.2020 00:44:23";433
"27.07.2020 02:44:23";435.5
"27.07.2020 03:44:22";439.666666666667
"27.07.2020 04:44:22";438.166666666667
"27.07.2020 05:44:22";441.333333333333
"27.07.2020 06:44:21";442.833333333333
"27.07.2020 07:44:21";458.166666666667
"27.07.2020 07:44:27";458.166666666667
"27.07.2020 07:44:32";458.166666666667
"27.07.2020 08:44:21";613.333333333333
"27.07.2020 09:44:21";845.166666666667
"27.07.2020 10:44:20";916
"27.07.2020 11:44:20";900
"27.07.2020 12:44:20";712.5
"27.07.2020 13:44:19";766.166666666667
"27.07.2020 14:44:19";762.333333333333
"27.07.2020 15:44:19";712.5
"27.07.2020 16:44:18";789.5
"27.07.2020 17:44:18";946.833333333333
"27.07.2020 18:44:18";1014
"27.07.2020 19:44:18";787.5
"27.07.2020 20:44:17";645.5
"27.07.2020 22:44:17";767.5
"27.07.2020 23:44:16";776.833333333333
"28.07.2020 00:44:16";750.666666666667
"28.07.2020 01:44:16";749.833333333333
"28.07.2020 02:44:15";726.666666666667
"28.07.2020 03:44:15";738.5
"28.07.2020 04:44:15";679.5
"28.07.2020 05:44:15";463.5
"28.07.2020 06:44:14";458
"28.07.2020 07:44:14";456.833333333333
"28.07.2020 07:44:18";456.833333333333
"28.07.2020 07:44:23";456.833333333333
"28.07.2020 08:44:16";465.166666666667
"28.07.2020 09:44:16";492.666666666667
"28.07.2020 10:44:16";555
"28.07.2020 11:44:15";603.166666666667
"28.07.2020 12:44:15";680.833333333333
"28.07.2020 13:44:15";738.666666666667
"28.07.2020 14:44:14";1010.16666666667
"28.07.2020 15:44:14";937.166666666667
"28.07.2020 16:44:14";926.166666666667
"28.07.2020 17:44:13";958.833333333333
"28.07.2020 18:44:13";1008
"28.07.2020 19:44:10";1051.33333333333
"28.07.2020 20:44:10";965
"28.07.2020 22:44:09";778.333333333333
"28.07.2020 23:44:09";754.5
"29.07.2020 00:44:09";634.166666666667
"29.07.2020 01:44:09";449.333333333333
"29.07.2020 02:44:08";478.666666666667
"29.07.2020 03:44:08";443.833333333333
"29.07.2020 04:44:08";443.666666666667
"29.07.2020 05:44:07";444
"29.07.2020 06:44:07";441
"29.07.2020 07:44:07";439.5
"29.07.2020 07:44:11";439.5
"29.07.2020 07:44:16";439.5
"29.07.2020 08:44:09";455.833333333333
"29.07.2020 09:44:09";641.5
"29.07.2020 10:44:08";745.166666666667
"29.07.2020 11:44:06";943.666666666667
"29.07.2020 12:44:05";993.166666666667
"29.07.2020 13:44:05";718.5
"29.07.2020 14:44:05";948.833333333333
"29.07.2020 15:44:04";708.333333333333
"29.07.2020 16:44:04";517.833333333333
"29.07.2020 17:44:04";544.666666666667
"29.07.2020 18:44:03";562.833333333333
"29.07.2020 19:44:03";553.666666666667
"29.07.2020 20:44:03";544.833333333333
"29.07.2020 21:44:02";543.666666666667
"29.07.2020 22:44:02";543.333333333333
"29.07.2020 23:44:02";587.5
"30.07.2020 00:44:02";608
"30.07.2020 01:44:01";685.166666666667
"30.07.2020 02:44:01";748.333333333333
"30.07.2020 03:44:01";826.166666666667
"30.07.2020 04:44:00";474.833333333333
"30.07.2020 05:44:00";457.166666666667
"30.07.2020 06:44:00";458.833333333333
"30.07.2020 07:43:59";502.666666666667
"30.07.2020 07:44:04";502.666666666667
"30.07.2020 07:44:10";502.666666666667
"30.07.2020 08:44:02";562
"30.07.2020 09:44:01";588
"30.07.2020 10:43:59";592
"30.07.2020 11:43:58";602.666666666667
"30.07.2020 13:43:58";574.333333333333
"30.07.2020 14:43:57";547.333333333333
"30.07.2020 15:43:57";535.833333333333
"30.07.2020 16:43:57";530.666666666667
"30.07.2020 18:43:56";525.5
"30.07.2020 19:43:56";521.666666666667
"30.07.2020 20:43:56";520
"30.07.2020 21:43:55";516.333333333333
"30.07.2020 22:43:55";554.666666666667
"30.07.2020 23:43:55";571.166666666667
"31.07.2020 00:43:54";485.333333333333
"31.07.2020 01:43:54";468.666666666667
"31.07.2020 02:43:54";467.5
"31.07.2020 03:43:53";468.666666666667
"31.07.2020 04:43:53";469.833333333333
"31.07.2020 05:43:53";473.333333333333
"31.07.2020 06:43:52";474.333333333333
"31.07.2020 07:43:52";475.833333333333
"31.07.2020 07:43:56";475.833333333333
"31.07.2020 07:44:00";475.833333333333
"31.07.2020 07:44:01";475.833333333333
"31.07.2020 08:43:52";495.333333333333
"31.07.2020 09:43:52";735.333333333333
"31.07.2020 10:43:51";767.166666666667
"31.07.2020 11:43:51";720.166666666667
"31.07.2020 12:43:51";692.833333333333
"31.07.2020 13:43:50";594.833333333333
"31.07.2020 14:43:50";599
"31.07.2020 15:43:50";621.5
"31.07.2020 16:43:49";639.833333333333
"31.07.2020 17:43:49";673.333333333333
"31.07.2020 18:43:49";901.666666666667
"31.07.2020 19:43:49";784.5
"31.07.2020 20:43:48";708.166666666667
"31.07.2020 21:43:48";673
"31.07.2020 22:43:48";743.833333333333
"31.07.2020 23:43:47";825
"01.08.2020 00:43:47";820.333333333333
"01.08.2020 01:43:47";802
"01.08.2020 02:43:46";761.666666666667
"01.08.2020 03:43:46";741.833333333333
"01.08.2020 04:43:46";520.5
"01.08.2020 05:43:46";477.833333333333
"01.08.2020 06:43:45";479.333333333333
"01.08.2020 07:43:45";475.833333333333
"01.08.2020 07:43:50";475.833333333333
"01.08.2020 07:43:54";475.833333333333
"01.08.2020 08:43:47";505
"01.08.2020 09:43:47";584.833333333333
"01.08.2020 10:43:47";603.5
"01.08.2020 11:43:46";587.166666666667
"01.08.2020 12:43:46";572.166666666667
"01.08.2020 13:43:46";563.166666666667
"01.08.2020 14:43:45";558.666666666667
"01.08.2020 15:43:45";549.833333333333
"01.08.2020 16:43:42";537
"01.08.2020 17:43:42";535.166666666667
"01.08.2020 18:43:42";508.666666666667
"01.08.2020 19:43:41";482.166666666667
"01.08.2020 20:43:41";463.833333333333
"01.08.2020 21:43:41";454.833333333333
"01.08.2020 22:43:40";452.333333333333
"01.08.2020 23:43:40";471.666666666667
"02.08.2020 00:43:40";453.666666666667
"02.08.2020 01:43:40";434
"02.08.2020 02:43:39";434.333333333333
"02.08.2020 03:43:39";436
"02.08.2020 04:43:39";440.166666666667
"02.08.2020 05:43:38";438.166666666667
"02.08.2020 06:43:38";437.5
"02.08.2020 07:43:38";437.166666666667
"02.08.2020 07:43:43";437.166666666667
"02.08.2020 08:43:37";438.166666666667
