time;FlatA_Hum;FlatA_Temp;FlatB_Hum;FlatB_Temp;FlatC_Hum;FlatC_Temp;FlatD_Hum;FlatD_Temp
2019-02-27 02:00:00;51.0;23.38;45.0;22.50;39.5;22.80;43.0;23.40
2019-02-27 03:00:00;51.3;23.30;45.0;22.48;39.0;22.80;42.2;23.40
2019-02-27 04:00:00;52.0;23.30;45.0;22.40;39.3;22.80;42.0;23.40
2019-02-27 05:00:00;51.0;23.28;45.2;22.40;40.8;22.80;42.3;23.38
2019-02-27 06:00:00;41.0;23.07;45.2;22.40;41.2;22.80;43.2;23.40
2019-02-27 07:00:00;35.8;22.78;46.3;22.45;40.8;22.80;42.8;23.42
2019-02-27 08:00:00;36.3;22.72;47.2;22.62;32.8;22.65;42.8;23.42
2019-02-27 09:00:00;33.2;22.42;37.2;22.47;36.2;22.60;44.2;23.50
2019-02-27 10:00:00;39.5;22.58;35.5;22.35;38.3;22.67;44.0;23.53
2019-02-27 11:00:00;48.5;22.70;39.0;22.75;39.5;22.75;43.3;23.60
2019-02-27 12:00:00;49.0;22.72;40.7;22.82;38.5;22.80;43.0;23.67
2019-02-27 13:00:00;49.0;22.80;42.5;23.00;36.0;22.83;43.3;23.83
2019-02-27 14:00:00;49.7;22.92;43.0;23.00;37.0;23.02;42.0;24.02
2019-02-27 15:00:00;49.5;23.03;43.8;22.92;30.3;23.02;41.7;24.20
2019-02-27 16:00:00;49.3;23.10;44.0;22.90;28.7;23.00;38.8;24.05
2019-02-27 17:00:00;51.7;23.17;44.7;22.88;35.0;22.90;41.5;23.85
2019-02-27 18:00:00;51.5;23.35;44.5;22.80;36.7;22.90;45.0;23.85
2019-02-27 19:00:00;50.8;23.50;44.8;22.80;39.0;22.92;45.0;23.75
2019-02-27 20:00:00;51.8;23.50;45.5;22.77;40.0;22.98;45.0;23.70
2019-02-27 21:00:00;51.3;23.40;46.0;22.78;39.3;23.00;46.0;23.67
2019-02-27 22:00:00;50.0;23.30;46.0;22.77;39.7;22.97;46.0;23.60
2019-02-27 23:00:00;52.3;23.20;41.5;22.57;41.2;23.00;45.3;23.53
2019-02-28 00:00:00;53.0;23.15;39.2;22.42;38.8;22.97;45.8;23.47
2019-02-28 01:00:00;53.0;23.10;37.5;22.28;39.0;22.88;45.3;23.40
2019-02-28 02:00:00;53.0;23.10;37.0;22.20;39.0;22.82;45.0;23.40
2019-02-28 03:00:00;53.0;23.08;36.0;22.12;39.0;22.80;45.0;23.33
2019-02-28 04:00:00;53.5;23.05;37.3;22.12;39.0;22.80;45.0;23.30
2019-02-28 05:00:00;53.5;23.00;39.2;22.20;39.0;22.80;44.0;23.33
2019-02-28 06:00:00;53.8;23.00;40.0;22.20;41.7;22.80;43.2;23.30
2019-02-28 07:00:00;52.2;23.08;41.0;22.25;39.5;22.82;43.8;23.37
2019-02-28 08:00:00;48.2;23.08;42.0;22.43;38.2;22.78;46.0;23.43
2019-02-28 09:00:00;46.7;23.08;43.5;22.65;40.3;22.88;45.5;23.48
2019-02-28 10:00:00;45.5;23.10;44.0;22.83;40.5;22.90;44.3;23.50
2019-02-28 11:00:00;44.0;23.10;44.2;22.92;40.0;22.88;42.8;23.55
2019-02-28 12:00:00;43.2;23.10;47.5;23.05;40.0;22.90;43.7;23.70
2019-02-28 13:00:00;43.5;23.10;48.2;23.07;40.0;22.97;43.0;23.92
2019-02-28 14:00:00;40.0;23.18;47.8;23.00;40.0;23.17;39.5;23.90
2019-02-28 15:00:00;39.0;23.30;47.0;22.95;40.0;23.45;40.0;23.90
2019-02-28 16:00:00;36.0;23.25;46.7;22.88;39.0;23.67;40.4;23.80
2019-02-28 17:00:00;39.2;23.17;46.0;22.80;41.0;23.43;43.2;23.80
2019-02-28 18:00:00;49.8;23.38;46.0;22.80;42.3;23.40;43.5;23.70
2019-02-28 19:00:00;49.0;23.50;46.3;22.77;44.7;23.42;44.8;23.70
2019-02-28 20:00:00;49.0;23.50;48.2;22.80;45.8;23.40;45.3;23.70
2019-02-28 21:00:00;48.5;23.37;48.0;22.80;45.5;23.40;45.0;23.63
2019-02-28 22:00:00;48.8;23.28;47.3;22.80;44.0;23.40;45.0;23.58
2019-02-28 23:00:00;49.5;23.20;44.3;22.65;43.3;23.40;45.0;23.50
2019-03-01 00:00:00;50.8;23.17;43.0;22.55;42.8;23.40;45.0;23.45
2019-03-01 01:00:00;51.0;23.10;42.0;22.50;43.0;23.35;45.0;23.40
2019-03-01 02:00:00;51.0;23.10;41.7;22.40;42.5;23.30;44.0;23.40
2019-03-01 03:00:00;51.0;23.07;41.0;22.40;42.0;23.23;44.0;23.40
2019-03-01 04:00:00;51.0;23.03;41.0;22.33;42.0;23.20;44.0;23.30
2019-03-01 05:00:00;51.7;23.00;40.5;22.32;41.0;23.18;43.2;23.30
2019-03-01 06:00:00;48.8;23.05;41.5;22.38;40.3;23.10;42.5;23.32
2019-03-01 07:00:00;48.0;23.00;42.2;22.38;43.2;23.15;42.3;23.33
2019-03-01 08:00:00;48.0;23.00;44.0;22.42;42.7;23.17;42.5;23.32
2019-03-01 09:00:00;49.0;23.00;44.2;22.43;43.2;23.10;43.0;23.28
2019-03-01 10:00:00;49.0;22.98;45.7;22.50;43.0;23.05;43.0;23.20
2019-03-01 11:00:00;49.5;22.95;46.5;22.55;43.0;23.03;42.2;23.20
2019-03-01 12:00:00;50.0;22.93;51.0;22.60;43.0;23.07;42.0;23.22
2019-03-01 13:00:00;50.0;22.97;51.0;22.60;42.3;23.08;42.7;23.25
2019-03-01 14:00:00;50.0;23.00;50.7;22.60;42.7;23.10;43.0;23.30
2019-03-01 15:00:00;49.7;22.95;50.0;22.55;42.7;23.05;42.5;23.30
2019-03-01 16:00:00;49.0;22.92;49.0;22.50;42.0;23.00;42.3;23.32
2019-03-01 17:00:00;51.7;22.97;48.2;22.50;41.8;23.00;42.0;23.40
2019-03-01 18:00:00;55.0;23.15;47.5;22.50;42.8;23.00;38.4;23.10
2019-03-01 19:00:00;55.2;23.20;48.0;22.53;44.8;23.05;39.5;23.10
2019-03-01 20:00:00;54.0;23.12;48.5;22.67;45.2;23.10;39.5;23.10
2019-03-01 21:00:00;54.0;23.10;48.2;22.70;44.2;23.10;40.0;23.18
2019-03-01 22:00:00;54.0;23.10;52.3;22.77;43.0;23.10;40.0;23.20
2019-03-01 23:00:00;53.4;23.02;52.2;22.70;43.2;23.17;41.0;23.20
2019-03-02 00:00:00;54.0;23.00;51.3;22.62;43.2;23.07;41.0;23.20
2019-03-02 01:00:00;54.0;22.93;50.5;22.60;43.7;23.00;41.3;23.20
2019-03-02 02:00:00;54.0;22.90;49.8;22.62;43.3;23.00;42.0;23.13
2019-03-02 03:00:00;54.0;22.90;49.0;22.70;43.0;23.00;42.3;23.10
2019-03-02 04:00:00;54.0;22.90;49.0;22.68;43.0;22.98;43.0;23.10
2019-03-02 05:00:00;54.2;22.87;48.3;22.67;42.8;22.95;43.0;23.10
2019-03-02 06:00:00;54.5;22.88;48.0;22.60;44.0;23.00;41.2;23.03
2019-03-02 07:00:00;54.8;22.92;48.3;22.55;44.5;23.00;42.3;23.03
2019-03-02 08:00:00;53.3;22.90;49.0;22.50;44.3;23.00;41.8;23.00
2019-03-02 09:00:00;50.3;22.83;48.8;22.50;45.2;23.08;42.0;23.07
2019-03-02 10:00:00;51.2;22.88;49.0;22.58;47.3;23.17;45.2;23.15
2019-03-02 11:00:00;49.7;22.92;49.0;22.60;48.2;23.25;45.2;23.20
2019-03-02 12:00:00;51.2;23.08;49.0;22.60;46.3;23.30;44.3;23.23
2019-03-02 13:00:00;52.7;23.10;48.5;22.60;45.5;23.30;45.0;23.30
2019-03-02 14:00:00;52.8;23.10;48.0;22.60;45.3;23.32;37.2;22.95
2019-03-02 15:00:00;52.0;23.10;48.0;22.60;42.2;23.40;37.0;23.02
2019-03-02 16:00:00;52.2;23.20;48.0;22.60;44.3;23.57;40.0;23.25
2019-03-02 17:00:00;50.8;23.12;48.0;22.60;46.0;23.53;42.0;23.20
2019-03-02 18:00:00;47.0;23.12;48.2;22.60;45.0;23.45;43.6;23.20
2019-03-02 19:00:00;48.8;23.20;48.0;22.65;47.5;23.40;43.3;23.20
2019-03-02 20:00:00;47.3;23.17;48.7;22.65;47.7;23.43;43.3;23.12
2019-03-02 21:00:00;43.2;22.73;48.8;22.73;42.8;23.35;43.0;23.10
2019-03-02 22:00:00;45.0;22.90;49.0;22.70;44.3;23.30;43.0;23.10
2019-03-02 23:00:00;47.3;23.02;50.2;22.63;45.0;23.30;43.0;23.10
2019-03-03 00:00:00;48.0;22.98;50.8;22.60;44.3;23.30;43.0;23.10
2019-03-03 01:00:00;48.7;22.92;50.0;22.60;44.3;23.30;43.0;23.03
2019-03-03 02:00:00;49.0;22.90;50.0;22.60;45.0;23.23;43.0;23.00
2019-03-03 03:00:00;49.7;22.90;49.3;22.58;45.0;23.20;43.0;23.00
2019-03-03 04:00:00;49.2;22.85;49.0;22.62;45.0;23.20;43.0;22.95
2019-03-03 05:00:00;50.0;22.83;49.5;22.52;44.7;23.20;43.0;22.90
2019-03-03 06:00:00;52.0;22.92;49.3;22.50;44.7;23.20;43.7;22.97
2019-03-03 07:00:00;53.8;23.05;49.2;22.50;44.5;23.20;45.7;23.10
2019-03-03 08:00:00;55.5;23.17;41.8;22.42;46.2;23.22;45.8;23.20
2019-03-03 09:00:00;56.0;23.25;38.0;22.27;48.3;23.30;46.2;23.25
2019-03-03 10:00:00;56.0;23.37;40.5;22.42;45.3;23.30;45.7;23.30
2019-03-03 11:00:00;44.8;23.08;40.2;22.45;43.8;23.35;44.5;23.35
2019-03-03 12:00:00;43.2;22.85;38.7;22.40;43.3;23.30;44.0;23.40
2019-03-03 13:00:00;47.5;23.15;37.0;22.28;38.5;23.32;43.2;23.50
2019-03-03 14:00:00;49.3;23.25;35.3;22.17;43.5;23.40;44.3;23.53
2019-03-03 15:00:00;50.0;23.37;36.5;22.13;44.0;23.48;45.0;23.62
2019-03-03 16:00:00;50.0;23.37;39.3;22.23;44.2;23.48;44.2;23.40
2019-03-03 17:00:00;53.0;23.37;41.5;22.35;46.0;23.53;48.5;23.47
2019-03-03 18:00:00;53.7;23.43;48.7;22.50;48.2;23.67;47.5;23.40
2019-03-03 19:00:00;53.2;23.48;53.5;22.73;46.0;23.58;46.3;23.38
2019-03-03 20:00:00;53.0;23.48;51.5;22.73;47.2;23.57;45.8;23.32
2019-03-03 21:00:00;53.5;23.40;50.0;22.60;45.8;23.57;45.0;23.30
2019-03-03 22:00:00;52.0;23.40;50.0;22.60;40.7;23.40;45.0;23.30
2019-03-03 23:00:00;52.5;23.20;45.3;22.45;44.2;23.40;45.2;23.30
2019-03-04 00:00:00;53.0;23.15;42.5;22.33;44.0;23.40;45.7;23.28
2019-03-04 01:00:00;53.0;23.12;40.3;22.22;44.0;23.32;45.0;23.20
2019-03-04 02:00:00;53.0;23.10;38.7;22.17;44.0;23.30;45.0;23.15
2019-03-04 03:00:00;53.3;23.03;37.7;22.10;44.0;23.25;45.0;23.10
2019-03-04 04:00:00;54.0;23.00;37.0;22.05;43.3;23.20;44.5;23.10
2019-03-04 05:00:00;54.0;23.00;39.3;22.10;44.3;23.20;44.0;23.08
2019-03-04 06:00:00;54.3;23.10;40.3;22.20;45.3;23.20;42.7;23.10
2019-03-04 07:00:00;52.5;23.18;45.5;22.27;44.5;23.20;43.0;23.10
2019-03-04 08:00:00;52.5;23.20;45.0;22.20;43.3;23.20;43.0;23.10
2019-03-04 09:00:00;53.2;23.28;44.5;22.22;43.0;23.20;42.0;23.10
2019-03-04 10:00:00;53.8;23.25;44.8;22.20;43.0;23.18;42.0;23.10
2019-03-04 11:00:00;61.0;23.38;45.0;22.22;46.2;23.20;42.0;23.10
2019-03-04 12:00:00;57.0;23.28;45.0;22.22;48.0;23.23;41.7;23.10
2019-03-04 13:00:00;53.8;23.18;45.0;22.20;45.0;23.20;41.0;23.10
2019-03-04 14:00:00;51.0;23.10;44.3;22.28;39.2;23.18;41.0;23.18
2019-03-04 15:00:00;52.0;23.08;44.0;22.30;39.7;23.23;40.2;23.28
2019-03-04 16:00:00;50.7;22.95;44.5;22.30;43.0;23.30;39.7;23.28
2019-03-04 17:00:00;48.5;22.83;45.0;22.30;44.5;23.30;40.0;23.15
2019-03-04 18:00:00;56.7;23.15;44.7;22.30;44.8;23.30;42.3;23.13
2019-03-04 19:00:00;58.2;23.25;44.7;22.30;44.5;23.30;41.8;23.10
2019-03-04 20:00:00;58.2;23.23;45.0;22.30;42.5;23.23;41.7;23.10
2019-03-04 21:00:00;56.0;23.23;45.0;22.30;43.3;23.27;41.2;23.10
2019-03-04 22:00:00;55.0;23.20;45.0;22.30;42.0;23.20;41.0;23.10
2019-03-04 23:00:00;55.0;23.10;45.0;22.32;43.5;23.20;41.0;23.10
2019-03-05 00:00:00;55.0;23.10;45.0;22.27;42.2;23.20;41.0;23.08
2019-03-05 01:00:00;55.7;23.07;45.0;22.20;42.5;23.12;41.0;23.05
2019-03-05 02:00:00;55.3;23.00;46.0;22.20;42.5;23.10;41.0;23.00
2019-03-05 03:00:00;55.0;23.00;46.0;22.20;42.0;23.10;41.0;22.98
2019-03-05 04:00:00;55.2;22.98;46.0;22.20;42.0;23.03;41.0;22.92
2019-03-05 05:00:00;55.2;23.00;45.3;22.30;43.0;23.02;41.0;22.90
2019-03-05 06:00:00;52.5;23.02;46.0;22.30;44.3;23.08;39.7;22.80
2019-03-05 07:00:00;50.2;22.80;44.7;22.27;42.8;23.08;40.0;22.88
2019-03-05 08:00:00;49.2;22.80;45.8;22.33;42.0;23.08;40.0;22.93
2019-03-05 09:00:00;50.0;22.80;46.0;22.52;41.2;23.08;40.0;23.00
2019-03-05 10:00:00;48.2;22.85;46.0;22.60;41.2;23.10;40.0;23.10
2019-03-05 11:00:00;47.8;22.90;46.3;22.80;42.7;23.12;40.0;23.20
2019-03-05 12:00:00;48.0;22.93;47.2;22.80;43.8;23.23;40.0;23.30
2019-03-05 13:00:00;48.0;22.95;48.0;22.80;42.8;23.32;40.0;23.40
2019-03-05 14:00:00;47.7;23.00;41.2;22.62;36.7;23.35;40.0;23.53
2019-03-05 15:00:00;47.0;23.02;45.5;22.60;35.5;23.37;40.0;23.47
2019-03-05 16:00:00;46.3;23.00;45.7;22.60;38.5;23.57;40.0;23.47
2019-03-05 17:00:00;49.5;23.00;46.0;22.60;39.5;23.48;45.3;23.58
2019-03-05 18:00:00;51.7;23.17;45.2;22.60;39.0;23.35;44.8;23.52
2019-03-05 19:00:00;52.7;23.30;46.0;22.60;41.0;23.37;44.0;23.45
2019-03-05 20:00:00;52.8;23.30;51.8;22.60;40.3;23.30;43.3;23.40
2019-03-05 21:00:00;53.2;23.23;49.8;22.60;41.0;23.28;43.0;23.32
2019-03-05 22:00:00;54.0;23.20;48.3;22.60;41.0;23.20;43.0;23.30
2019-03-05 23:00:00;53.0;23.03;50.7;22.62;40.3;23.20;42.2;23.20
2019-03-06 00:00:00;53.0;23.00;46.5;22.43;41.7;23.18;42.0;23.12
2019-03-06 01:00:00;53.0;22.90;44.2;22.33;42.8;23.12;42.0;23.10
2019-03-06 02:00:00;53.0;22.90;42.5;22.25;43.0;23.10;42.0;23.07
2019-03-06 03:00:00;53.8;22.85;41.5;22.17;43.0;23.10;42.0;23.00
2019-03-06 04:00:00;54.2;22.85;40.7;22.10;43.0;23.10;42.0;23.00
2019-03-06 05:00:00;54.2;22.82;39.0;22.00;43.8;23.07;41.5;23.00
2019-03-06 06:00:00;51.7;22.90;38.7;22.00;45.2;23.10;41.3;23.03
2019-03-06 07:00:00;46.5;22.75;38.7;22.00;42.7;23.10;41.8;23.05
2019-03-06 08:00:00;35.0;22.42;43.0;22.20;42.0;23.10;40.5;23.00
2019-03-06 09:00:00;33.0;22.08;44.0;22.20;41.7;23.10;42.2;23.08
2019-03-06 10:00:00;33.8;22.02;44.0;22.20;42.8;23.20;43.0;23.17
2019-03-06 11:00:00;40.5;22.07;44.0;22.27;43.0;23.30;42.0;23.23
2019-03-06 12:00:00;48.8;22.25;50.3;22.50;47.0;23.37;42.0;23.32
2019-03-06 13:00:00;47.0;22.38;49.0;22.50;45.7;23.40;41.8;23.40
2019-03-06 14:00:00;47.0;22.43;48.5;22.43;43.7;23.45;41.7;23.40
2019-03-06 15:00:00;47.0;22.50;48.0;22.40;43.0;23.40;39.5;23.35
2019-03-06 16:00:00;47.2;22.50;47.0;22.40;40.3;23.40;36.2;23.13
2019-03-06 17:00:00;49.8;22.58;47.0;22.40;44.0;23.47;42.7;23.20
2019-03-06 18:00:00;50.2;22.75;47.0;22.40;44.8;23.50;43.5;23.20
2019-03-06 19:00:00;51.7;22.88;47.2;22.38;45.3;23.50;43.0;23.20
2019-03-06 20:00:00;51.8;22.85;49.7;22.40;45.0;23.50;43.0;23.10
2019-03-06 21:00:00;50.7;22.80;48.7;22.40;44.5;23.50;43.7;23.10
2019-03-06 22:00:00;50.0;22.80;48.3;22.40;42.3;23.50;44.0;23.10
2019-03-06 23:00:00;50.0;22.70;47.0;22.40;41.3;23.40;43.3;23.10
2019-03-07 00:00:00;50.0;22.70;44.5;22.40;41.0;23.37;43.0;23.10
2019-03-07 01:00:00;51.5;22.68;43.0;22.30;41.0;23.30;43.0;23.10
2019-03-07 02:00:00;52.2;22.62;42.0;22.30;41.0;23.30;43.0;23.02
2019-03-07 03:00:00;52.2;22.60;41.3;22.30;41.0;23.30;43.0;23.00
2019-03-07 04:00:00;52.0;22.60;40.7;22.23;41.0;23.30;43.0;23.00
2019-03-07 05:00:00;51.8;22.65;41.0;22.20;43.3;23.25;42.7;23.00
2019-03-07 06:00:00;50.8;22.60;42.2;22.22;47.7;23.30;43.3;23.00
2019-03-07 07:00:00;52.3;22.60;45.5;22.30;44.8;23.30;42.5;23.00
2019-03-07 08:00:00;50.8;22.60;46.0;22.35;43.0;23.20;42.7;22.90
2019-03-07 09:00:00;51.0;22.60;46.3;22.38;44.2;23.22;42.0;22.90
2019-03-07 10:00:00;51.0;22.60;46.3;22.40;44.0;23.20;42.7;22.90
2019-03-07 11:00:00;51.0;22.60;46.8;22.40;44.0;23.22;45.2;23.00
2019-03-07 12:00:00;51.0;22.60;44.2;22.33;44.0;23.30;45.8;23.18
2019-03-07 13:00:00;51.0;22.72;38.5;22.15;44.2;23.30;45.8;23.33
2019-03-07 14:00:00;51.0;22.78;38.8;22.10;43.0;23.42;45.8;23.48
2019-03-07 15:00:00;51.0;22.85;42.2;22.20;43.0;23.58;43.8;23.58
2019-03-07 16:00:00;51.2;22.97;43.5;22.27;43.0;23.78;42.0;23.40
2019-03-07 17:00:00;52.5;23.00;45.0;22.30;43.0;23.73;44.0;23.40
2019-03-07 18:00:00;53.2;22.97;45.0;22.25;43.8;23.60;47.0;23.30
2019-03-07 19:00:00;53.2;22.97;45.0;22.20;45.0;23.60;46.2;23.27
2019-03-07 20:00:00;50.7;22.92;44.3;22.28;44.0;23.60;46.0;23.20
2019-03-07 21:00:00;51.3;22.98;44.2;22.32;44.2;23.60;45.0;23.20
2019-03-07 22:00:00;52.0;22.90;45.0;22.30;44.3;23.60;45.0;23.20
2019-03-07 23:00:00;52.7;22.83;45.0;22.30;45.0;23.50;45.0;23.10
2019-03-08 00:00:00;53.0;22.80;45.0;22.28;44.5;23.50;44.0;23.10
2019-03-08 01:00:00;53.0;22.77;45.7;22.22;44.0;23.50;44.0;23.03
2019-03-08 02:00:00;53.0;22.80;46.0;22.20;43.0;23.42;44.0;23.00
2019-03-08 03:00:00;54.0;22.70;45.8;22.20;42.7;23.40;44.0;23.00
2019-03-08 04:00:00;53.5;22.68;46.0;22.20;42.0;23.40;44.0;23.00
2019-03-08 05:00:00;54.0;22.73;46.0;22.22;43.2;23.33;44.0;23.00
2019-03-08 06:00:00;54.0;22.90;47.3;22.30;44.8;23.40;44.2;23.05
2019-03-08 07:00:00;52.0;22.80;50.3;22.40;43.5;23.28;43.3;23.07
2019-03-08 08:00:00;51.0;22.73;49.7;22.40;42.5;23.22;44.0;23.05
2019-03-08 09:00:00;50.7;22.70;49.0;22.40;43.7;23.25;44.0;23.02
2019-03-08 10:00:00;50.0;22.70;48.2;22.40;45.0;23.32;44.0;22.98
2019-03-08 11:00:00;49.7;22.70;48.0;22.40;45.0;23.30;43.2;22.90
2019-03-08 12:00:00;49.0;22.70;48.0;22.33;44.3;23.30;43.2;22.90
2019-03-08 13:00:00;49.0;22.63;48.0;22.37;44.0;23.30;43.0;22.90
2019-03-08 14:00:00;48.0;22.60;48.0;22.30;44.0;23.23;43.0;22.90
2019-03-08 15:00:00;48.8;22.72;46.0;22.25;44.0;23.42;42.3;23.22
2019-03-08 16:00:00;48.0;22.73;42.2;22.00;43.8;23.60;41.7;23.40
2019-03-08 17:00:00;50.2;22.72;44.5;22.10;43.8;23.62;41.0;23.28
2019-03-08 18:00:00;56.5;22.83;45.0;22.18;45.2;23.52;41.0;23.05
2019-03-08 19:00:00;55.3;22.88;45.5;22.33;42.0;23.42;41.0;22.97
2019-03-08 20:00:00;54.0;22.80;50.8;22.40;43.0;23.40;41.0;22.90
2019-03-08 21:00:00;54.7;22.80;50.3;22.32;44.5;23.40;41.0;22.85
2019-03-08 22:00:00;57.0;22.80;50.0;22.30;44.7;23.40;41.0;22.80
2019-03-08 23:00:00;55.3;22.70;49.2;22.25;42.8;23.33;41.0;22.80
2019-03-09 00:00:00;54.3;22.70;48.2;22.23;42.0;23.30;41.0;22.78
2019-03-09 01:00:00;54.0;22.65;50.7;22.28;41.8;23.28;41.0;22.75
2019-03-09 02:00:00;54.0;22.62;48.2;22.20;41.0;23.22;41.0;22.70
2019-03-09 03:00:00;54.0;22.60;46.2;22.20;41.0;23.20;41.0;22.70
2019-03-09 04:00:00;54.0;22.60;43.8;22.10;40.7;23.20;41.0;22.70
2019-03-09 05:00:00;54.0;22.60;42.8;21.97;41.0;23.22;40.8;22.67
2019-03-09 06:00:00;54.0;22.53;42.3;21.87;44.3;23.35;40.0;22.62
2019-03-09 07:00:00;55.0;22.60;42.0;21.80;44.5;23.35;40.0;22.60
2019-03-09 08:00:00;54.8;22.60;41.8;21.80;44.5;23.35;40.5;22.63
2019-03-09 09:00:00;55.7;22.72;43.2;21.87;43.8;23.32;40.5;22.67
2019-03-09 10:00:00;57.7;22.78;45.5;21.98;45.3;23.37;41.0;22.70
2019-03-09 11:00:00;51.8;22.62;47.0;22.08;46.7;23.45;41.0;22.75
2019-03-09 12:00:00;52.8;22.72;47.0;22.13;48.2;23.55;41.0;22.80
2019-03-09 13:00:00;52.5;22.80;47.0;22.20;45.2;23.57;41.0;22.83
2019-03-09 14:00:00;54.0;22.82;47.0;22.20;44.7;23.50;40.0;22.80
2019-03-09 15:00:00;53.3;22.95;46.8;22.18;44.7;23.50;40.7;22.80
2019-03-09 16:00:00;55.3;23.00;47.3;22.22;47.8;23.58;41.0;22.80
2019-03-09 17:00:00;59.7;23.07;52.0;22.25;49.8;23.68;41.0;22.72
2019-03-09 18:00:00;59.3;23.17;55.7;22.38;50.0;23.70;41.0;22.70
2019-03-09 19:00:00;58.2;23.08;53.8;22.40;51.0;23.63;41.0;22.66
2019-03-09 20:00:00;57.0;23.00;53.2;22.33;50.2;23.60;41.0;22.60
2019-03-09 21:00:00;47.3;22.45;52.0;22.30;50.7;23.60;41.0;22.60
2019-03-09 22:00:00;50.0;22.50;51.0;22.30;49.7;23.60;41.0;22.60
2019-03-09 23:00:00;52.3;22.72;51.0;22.27;47.0;23.50;41.7;22.60
2019-03-10 00:00:00;53.8;22.77;51.0;22.27;47.3;23.50;42.0;22.58
2019-03-10 01:00:00;54.0;22.70;50.3;22.22;47.7;23.47;41.8;22.60
2019-03-10 02:00:00;54.0;22.70;49.0;22.20;47.0;23.40;41.8;22.50
2019-03-10 03:00:00;54.7;22.65;48.3;22.10;47.0;23.40;42.0;22.52
2019-03-10 04:00:00;55.0;22.60;47.2;22.13;46.8;23.40;42.0;22.50
2019-03-10 05:00:00;55.0;22.60;47.0;22.02;47.5;23.40;41.8;22.50
2019-03-10 06:00:00;54.8;22.64;47.0;22.00;47.7;23.40;41.0;22.50
2019-03-10 07:00:00;55.2;22.60;47.0;22.00;48.2;23.40;41.0;22.50
2019-03-10 08:00:00;56.0;22.70;47.3;22.02;49.0;23.40;41.0;22.50
2019-03-10 09:00:00;56.3;22.80;48.0;22.10;50.5;23.40;41.2;22.50
2019-03-10 10:00:00;58.8;22.87;48.3;22.10;48.2;23.40;41.0;22.50
2019-03-10 11:00:00;62.2;22.95;48.8;22.10;50.2;23.47;41.0;22.50
2019-03-10 12:00:00;65.3;23.17;49.2;22.17;51.2;23.63;41.0;22.52
2019-03-10 13:00:00;61.0;23.27;49.3;22.13;44.5;23.42;42.0;22.63
2019-03-10 14:00:00;58.8;23.22;50.0;22.20;47.2;23.42;41.0;22.70
2019-03-10 15:00:00;60.3;23.30;50.0;22.20;46.7;23.60;41.3;22.82
2019-03-10 16:00:00;56.7;23.47;50.0;22.20;46.5;24.05;40.8;23.17
2019-03-10 17:00:00;57.0;23.35;50.0;22.20;47.0;23.77;41.0;22.87
2019-03-10 18:00:00;60.0;23.40;56.7;22.30;47.0;23.62;41.0;22.80
2019-03-10 19:00:00;59.2;23.40;58.2;22.40;46.8;23.55;41.0;22.68
2019-03-10 20:00:00;58.0;23.30;57.2;22.47;46.3;23.57;41.0;22.60
2019-03-10 21:00:00;58.0;23.26;54.7;22.40;45.0;23.52;40.6;22.60
2019-03-10 22:00:00;57.0;23.20;54.0;22.37;45.7;23.50;40.0;22.60
2019-03-10 23:00:00;57.8;23.10;49.8;22.25;45.2;23.50;40.0;22.52
2019-03-11 00:00:00;57.5;23.00;44.3;22.05;45.2;23.42;40.0;22.50
2019-03-11 01:00:00;57.0;23.00;41.0;21.90;45.0;23.40;40.0;22.50
2019-03-11 02:00:00;57.5;22.90;39.2;21.80;45.0;23.40;40.0;22.48
2019-03-11 03:00:00;57.3;22.90;37.7;21.72;44.7;23.35;39.5;22.43
2019-03-11 04:00:00;57.7;22.82;37.0;21.65;44.0;23.30;39.0;22.40
2019-03-11 05:00:00;57.3;22.80;39.2;21.63;44.5;23.30;39.0;22.40
2019-03-11 06:00:00;57.2;22.80;46.7;21.82;46.5;23.30;38.5;22.40
2019-03-11 07:00:00;58.3;22.80;48.0;21.90;46.3;23.30;38.0;22.42
2019-03-11 08:00:00;55.7;22.52;48.0;21.93;44.8;23.30;38.3;22.40
2019-03-11 09:00:00;47.0;21.95;47.7;21.97;44.0;23.25;38.3;22.40
2019-03-11 10:00:00;53.7;22.40;47.0;21.95;44.0;23.23;39.0;22.40
2019-03-11 11:00:00;56.3;22.60;47.0;21.90;45.7;23.30;39.0;22.45
2019-03-11 12:00:00;51.8;22.57;47.2;21.92;46.0;23.30;39.5;22.50
2019-03-11 13:00:00;53.2;22.60;48.0;22.00;44.8;23.30;40.5;22.62
2019-03-11 14:00:00;54.5;22.83;48.0;22.05;44.3;23.45;42.7;22.85
2019-03-11 15:00:00;51.7;22.83;48.0;22.10;45.0;23.45;44.2;22.90
2019-03-11 16:00:00;52.3;22.95;48.0;22.10;44.8;23.77;45.2;23.28
2019-03-11 17:00:00;52.7;23.05;48.0;22.10;45.0;23.67;47.8;23.12
2019-03-11 18:00:00;54.3;23.12;48.0;22.10;44.7;23.58;48.7;23.03
2019-03-11 19:00:00;55.0;23.20;48.0;22.10;45.3;23.50;48.0;22.97
2019-03-11 20:00:00;55.8;23.15;48.0;22.10;44.7;23.48;47.0;22.90
2019-03-11 21:00:00;55.2;23.13;48.0;22.10;43.5;23.42;45.5;22.90
2019-03-11 22:00:00;55.0;23.10;48.0;22.10;42.0;23.30;45.0;22.90
