time;FlatA_Hum;FlatA_Temp;FlatB_Hum;FlatB_Temp;FlatC_Hum;FlatC_Temp;FlatD_Hum;FlatD_Temp
2018-10-03 00:00:00;53.0;24.43;38.8;22.40;44.0;24.50;49.0;24.43
2018-10-03 01:00:00;53.0;24.40;38.8;22.40;44.0;24.50;49.0;24.40
2018-10-03 02:00:00;53.0;24.40;39.3;22.40;44.7;24.50;48.3;24.38
2018-10-03 03:00:00;53.0;24.40;40.3;22.40;45.0;24.50;48.0;24.33
2018-10-03 04:00:00;53.3;24.40;41.0;22.37;45.2;24.50;47.7;24.30
2018-10-03 05:00:00;53.7;24.40;41.2;22.30;47.2;24.57;47.2;24.30
2018-10-03 06:00:00;50.8;24.32;42.5;22.40;47.0;24.60;46.3;24.28
2018-10-03 07:00:00;;;42.2;22.40;46.7;24.60;52.0;24.30
2018-10-03 08:00:00;42.7;24.05;42.0;22.45;46.0;24.60;54.3;24.30
2018-10-03 09:00:00;46.0;23.93;41.2;22.50;46.2;24.60;;
2018-10-03 10:00:00;41.3;23.82;42.0;22.55;47.0;24.70;;
2018-10-03 11:00:00;41.7;23.73;44.0;22.67;49.7;24.77;48.0;24.35
2018-10-03 12:00:00;45.0;23.90;45.7;22.80;45.5;24.80;52.5;24.55
2018-10-03 13:00:00;46.5;24.00;45.0;22.82;45.8;24.80;53.7;24.68
2018-10-03 14:00:00;47.2;24.00;45.0;22.90;47.0;24.80;50.3;24.62
2018-10-03 15:00:00;48.2;24.07;45.0;22.90;43.2;24.73;49.2;24.60
2018-10-03 16:00:00;50.7;24.20;45.3;22.90;43.7;24.60;52.2;24.68
2018-10-03 17:00:00;55.2;24.27;46.0;22.90;45.0;24.60;53.8;24.70
2018-10-03 18:00:00;54.7;24.30;46.8;22.90;45.5;24.60;53.5;24.60
2018-10-03 19:00:00;55.2;24.32;46.5;22.83;48.0;24.63;;
2018-10-03 20:00:00;55.8;24.40;45.8;22.78;47.8;24.70;53.0;24.50
2018-10-03 21:00:00;55.8;24.37;45.0;22.70;47.0;24.70;52.7;24.50
2018-10-03 22:00:00;53.8;24.28;45.5;22.70;47.2;24.68;52.0;24.43
2018-10-03 23:00:00;53.0;24.22;46.2;22.70;47.3;24.60;51.0;24.40
2018-10-04 00:00:00;53.0;24.20;45.3;22.68;48.0;24.57;51.0;24.37
2018-10-04 01:00:00;53.7;24.20;45.0;22.62;48.0;24.50;50.7;24.30
2018-10-04 02:00:00;53.8;24.20;45.0;22.50;48.0;24.48;50.0;24.30
2018-10-04 03:00:00;53.8;24.18;44.5;22.48;48.0;24.43;49.8;24.28
2018-10-04 04:00:00;54.0;24.15;44.0;22.40;48.0;24.42;50.0;24.23
2018-10-04 05:00:00;54.0;24.13;44.2;22.40;48.8;24.42;51.0;24.27
2018-10-04 06:00:00;54.2;24.17;44.3;22.33;48.5;24.40;50.5;24.28
2018-10-04 07:00:00;54.3;24.20;45.7;22.45;48.0;24.40;49.8;24.27
2018-10-04 08:00:00;57.3;24.30;46.0;22.57;48.0;24.43;50.2;24.33
2018-10-04 09:00:00;50.7;23.97;46.0;22.70;48.0;24.48;49.8;24.40
2018-10-04 10:00:00;50.3;23.73;46.0;22.80;48.0;24.50;49.5;24.47
2018-10-04 11:00:00;54.0;24.25;46.3;22.87;48.0;24.50;48.7;24.53
2018-10-04 12:00:00;55.0;24.30;46.0;22.90;48.3;24.53;46.2;24.42
2018-10-04 13:00:00;55.0;24.30;46.0;23.02;48.7;24.62;45.0;24.55
2018-10-04 14:00:00;55.0;24.40;46.0;23.10;48.0;24.80;43.3;24.82
2018-10-04 15:00:00;55.0;24.48;46.5;23.10;48.0;25.10;42.3;25.22
2018-10-04 16:00:00;55.0;24.47;49.7;23.12;48.8;25.18;42.3;25.02
2018-10-04 17:00:00;55.0;24.40;56.2;23.13;51.3;25.10;;
2018-10-04 18:00:00;55.0;24.32;53.5;23.10;46.3;25.02;47.0;24.63
2018-10-04 19:00:00;54.7;24.30;53.0;23.07;45.5;24.83;47.8;24.60
2018-10-04 20:00:00;54.0;24.30;51.3;23.00;46.3;24.82;48.0;24.57
2018-10-04 21:00:00;54.0;24.22;51.0;23.00;47.0;24.80;48.2;24.53
2018-10-04 22:00:00;53.0;24.20;48.3;22.90;45.7;24.70;47.7;24.47
2018-10-04 23:00:00;53.0;24.20;47.0;22.90;46.3;24.70;47.0;24.40
2018-10-05 00:00:00;52.7;24.20;46.7;22.80;47.0;24.67;47.0;24.33
2018-10-05 01:00:00;52.0;24.15;46.0;22.80;47.0;24.60;46.8;24.30
2018-10-05 02:00:00;52.0;24.10;45.0;22.80;47.0;24.60;46.3;24.27
2018-10-05 03:00:00;52.0;24.10;44.8;22.70;47.0;24.57;46.0;24.20
2018-10-05 04:00:00;52.0;24.10;44.0;22.70;47.3;24.50;46.7;24.20
2018-10-05 05:00:00;52.0;24.00;44.0;22.62;49.5;24.52;47.8;24.20
2018-10-05 06:00:00;52.0;24.02;44.5;22.60;49.5;24.55;48.5;24.20
2018-10-05 07:00:00;52.0;24.10;46.3;22.70;49.8;24.62;49.2;24.27
2018-10-05 08:00:00;;;46.3;22.72;46.7;24.57;49.0;24.30
2018-10-05 09:00:00;53.0;24.10;47.3;22.80;46.7;24.50;49.0;24.35
2018-10-05 10:00:00;53.0;24.10;48.0;23.00;47.0;24.48;49.7;24.47
2018-10-05 11:00:00;53.0;24.15;48.8;23.22;47.7;24.50;50.0;24.55
2018-10-05 12:00:00;53.0;24.20;49.0;23.40;48.0;24.52;50.0;24.65
2018-10-05 13:00:00;53.0;24.27;49.0;23.52;48.0;24.68;50.5;24.90
2018-10-05 14:00:00;53.0;24.35;48.2;23.60;47.3;24.98;50.7;25.20
2018-10-05 15:00:00;53.0;24.45;47.3;23.57;46.3;25.52;52.8;25.37
2018-10-05 16:00:00;53.0;24.47;50.8;23.47;46.0;25.75;55.0;25.22
2018-10-05 17:00:00;53.0;24.40;51.0;23.40;47.5;24.98;54.2;25.08
2018-10-05 18:00:00;53.0;24.33;51.8;23.40;49.0;24.90;54.3;24.97
2018-10-05 19:00:00;53.0;24.30;51.8;23.42;50.0;24.90;55.0;24.90
2018-10-05 20:00:00;53.0;24.30;50.5;23.37;49.8;24.85;54.3;24.80
2018-10-05 21:00:00;53.0;24.25;50.0;23.30;49.0;24.80;53.7;24.78
2018-10-05 22:00:00;53.0;24.20;49.0;23.20;49.0;24.70;53.3;24.70
2018-10-05 23:00:00;53.0;24.20;48.5;23.18;49.0;24.68;53.0;24.70
2018-10-06 00:00:00;52.7;24.20;48.7;23.20;49.0;24.62;52.0;24.60
2018-10-06 01:00:00;52.2;24.20;48.3;23.18;49.0;24.60;52.0;24.60
2018-10-06 02:00:00;;;48.0;23.15;49.2;24.60;52.0;24.53
2018-10-06 03:00:00;52.0;24.15;48.0;23.10;49.0;24.58;51.3;24.50
2018-10-06 04:00:00;52.0;24.10;48.0;23.10;49.0;24.50;51.0;24.50
2018-10-06 05:00:00;52.2;24.10;47.0;23.02;49.2;24.50;51.0;24.48
2018-10-06 06:00:00;52.0;24.10;47.2;23.00;50.0;24.50;51.7;24.50
2018-10-06 07:00:00;52.0;24.10;48.0;23.00;51.3;24.50;51.0;24.47
2018-10-06 08:00:00;52.2;24.10;48.2;23.00;53.8;24.62;49.7;24.57
2018-10-06 09:00:00;53.0;24.10;50.3;23.08;53.0;24.65;54.7;24.70
2018-10-06 10:00:00;53.0;24.10;51.3;23.25;51.7;24.65;59.8;24.78
2018-10-06 11:00:00;53.0;24.18;49.2;23.43;47.2;24.60;57.8;24.90
2018-10-06 12:00:00;53.0;24.20;48.2;23.58;49.5;24.60;52.2;24.93
2018-10-06 13:00:00;53.0;24.28;48.0;23.65;51.0;24.75;49.8;25.08
2018-10-06 14:00:00;53.0;24.30;48.0;23.55;51.3;24.80;53.3;24.97
2018-10-06 15:00:00;53.0;24.30;49.5;23.47;50.2;24.70;54.3;24.80
2018-10-06 16:00:00;53.0;24.28;50.0;23.40;50.7;24.70;53.5;24.67
2018-10-06 17:00:00;53.0;24.25;51.0;23.43;49.2;24.57;52.2;24.57
2018-10-06 18:00:00;53.0;24.20;52.0;23.50;53.2;24.53;51.0;24.45
2018-10-06 19:00:00;53.0;24.20;52.7;23.50;56.2;24.60;50.7;24.37
2018-10-06 20:00:00;53.0;24.20;53.7;23.55;54.7;24.60;50.0;24.30
2018-10-06 21:00:00;53.0;24.20;53.0;23.60;54.0;24.60;49.5;24.23
2018-10-06 22:00:00;53.0;24.18;51.7;23.50;54.0;24.53;49.0;24.17
2018-10-06 23:00:00;53.0;24.13;51.5;23.50;53.0;24.50;49.8;24.10
2018-10-07 00:00:00;53.0;24.10;50.8;23.45;53.0;24.50;49.0;24.02
2018-10-07 01:00:00;53.0;24.10;50.0;23.40;53.0;24.50;48.7;23.98
2018-10-07 02:00:00;53.0;24.10;50.3;23.48;53.0;24.48;48.0;23.90
2018-10-07 03:00:00;53.0;24.10;51.5;23.40;53.0;24.42;48.0;23.82
2018-10-07 04:00:00;53.0;24.10;51.5;23.35;53.0;24.42;47.3;23.77
2018-10-07 05:00:00;53.0;24.10;51.0;23.30;53.0;24.40;49.0;23.88
2018-10-07 06:00:00;53.0;24.08;51.0;23.30;55.8;24.45;50.2;24.00
2018-10-07 07:00:00;53.0;24.08;52.0;23.30;56.5;24.50;51.7;24.12
2018-10-07 08:00:00;53.0;24.05;53.7;23.37;55.7;24.47;54.3;24.13
2018-10-07 09:00:00;53.0;24.07;54.0;23.45;55.0;24.40;54.8;24.13
2018-10-07 10:00:00;53.0;24.10;53.5;23.60;54.5;24.40;53.2;24.25
2018-10-07 11:00:00;53.0;24.10;52.5;23.68;53.8;24.40;;
2018-10-07 12:00:00;53.0;24.18;52.0;23.75;53.8;24.45;52.3;24.52
2018-10-07 13:00:00;55.2;24.30;52.0;23.80;54.2;24.57;53.0;24.75
2018-10-07 14:00:00;59.5;24.47;51.7;23.80;53.0;24.68;50.0;24.90
2018-10-07 15:00:00;57.3;24.50;51.0;23.80;51.2;24.88;48.7;24.88
2018-10-07 16:00:00;60.0;24.53;51.0;23.80;50.3;24.90;49.5;24.88
2018-10-07 17:00:00;63.2;24.60;51.7;23.80;51.5;24.80;51.7;24.83
2018-10-07 18:00:00;62.0;24.60;52.2;23.80;53.2;24.70;52.0;24.77
2018-10-07 19:00:00;59.7;24.63;52.0;23.73;54.5;24.70;52.3;24.70
2018-10-07 20:00:00;60.7;24.63;51.3;23.70;53.2;24.60;52.2;24.70
2018-10-07 21:00:00;60.5;24.60;51.0;23.70;53.0;24.60;52.5;24.70
2018-10-07 22:00:00;59.3;24.50;51.5;23.70;54.8;24.70;52.0;24.62
2018-10-07 23:00:00;59.0;24.50;50.7;23.63;53.0;24.65;52.0;24.60
2018-10-08 00:00:00;59.0;24.45;50.8;23.60;53.0;24.60;52.0;24.53
2018-10-08 01:00:00;58.8;24.40;50.8;23.60;53.0;24.58;52.0;24.50
2018-10-08 02:00:00;58.2;24.40;49.3;23.50;53.0;24.50;52.0;24.45
2018-10-08 03:00:00;58.0;24.40;48.2;23.40;52.3;24.50;52.0;24.40
2018-10-08 04:00:00;58.0;24.40;47.8;23.30;52.0;24.50;51.2;24.40
2018-10-08 05:00:00;58.7;24.38;47.0;23.22;53.3;24.50;51.0;24.40
2018-10-08 06:00:00;60.0;24.38;47.8;23.18;54.0;24.50;51.0;24.40
2018-10-08 07:00:00;59.0;24.45;49.0;23.27;52.0;24.48;51.0;24.40
2018-10-08 08:00:00;59.7;24.50;49.7;23.40;51.2;24.42;51.0;24.45
2018-10-08 09:00:00;61.2;24.50;51.0;23.40;50.8;24.40;51.0;24.40
2018-10-08 10:00:00;58.2;24.33;51.0;23.32;50.3;24.40;51.3;24.42
2018-10-08 11:00:00;58.2;24.32;50.8;23.30;50.0;24.38;51.3;24.40
2018-10-08 12:00:00;59.0;24.45;51.0;23.32;49.3;24.32;51.0;24.48
2018-10-08 13:00:00;57.7;24.57;51.0;23.42;51.0;24.43;51.0;24.75
2018-10-08 14:00:00;56.2;24.70;51.0;23.50;50.7;24.60;51.0;25.05
2018-10-08 15:00:00;55.7;24.83;50.7;23.52;49.2;24.68;50.0;25.37
2018-10-08 16:00:00;54.8;24.70;51.0;23.50;49.8;24.63;50.3;25.10
2018-10-08 17:00:00;56.3;24.72;51.0;23.50;51.5;24.62;53.7;24.97
2018-10-08 18:00:00;58.2;24.73;52.0;23.50;52.3;24.60;53.8;24.90
2018-10-08 19:00:00;59.7;24.70;51.3;23.42;49.2;24.53;54.0;24.82
2018-10-08 20:00:00;60.0;24.80;51.0;23.38;48.3;24.22;55.0;24.80
2018-10-08 21:00:00;59.0;24.63;51.0;23.30;50.0;24.25;55.0;24.80
2018-10-08 22:00:00;59.0;24.60;50.7;23.30;50.3;24.30;54.2;24.73
2018-10-08 23:00:00;59.0;24.55;51.0;23.22;51.0;24.25;54.0;24.70
2018-10-09 00:00:00;59.7;24.52;51.5;23.20;51.0;24.20;54.0;24.62
2018-10-09 01:00:00;60.0;24.50;52.0;23.20;51.5;24.20;54.0;24.60
2018-10-09 02:00:00;59.5;24.50;52.0;23.20;52.0;24.20;54.0;24.60
2018-10-09 03:00:00;59.3;24.48;52.0;23.17;52.0;24.20;54.0;24.58
2018-10-09 04:00:00;60.7;24.50;52.3;23.18;51.7;24.20;54.0;24.55
2018-10-09 05:00:00;58.8;24.47;52.7;23.20;52.2;24.20;54.0;24.55
2018-10-09 06:00:00;58.0;24.40;53.0;23.12;54.5;24.22;54.0;24.50
2018-10-09 07:00:00;58.0;24.40;53.0;23.10;55.7;24.30;54.0;24.50
2018-10-09 08:00:00;58.0;24.40;53.0;23.07;57.0;24.40;54.0;24.50
2018-10-09 09:00:00;58.0;24.40;52.8;23.00;57.0;24.47;53.0;24.50
2018-10-09 10:00:00;58.0;24.40;52.0;23.02;57.0;24.50;53.0;24.50
2018-10-09 11:00:00;58.0;24.45;52.2;23.08;52.2;24.52;53.0;24.60
2018-10-09 12:00:00;57.2;24.55;52.0;23.18;52.0;24.60;53.0;24.75
2018-10-09 13:00:00;57.0;24.65;51.5;23.28;51.5;24.63;53.0;24.88
2018-10-09 14:00:00;56.8;24.83;52.0;23.38;52.0;24.85;52.7;25.15
2018-10-09 15:00:00;56.0;25.00;51.8;23.40;52.0;25.05;52.0;25.42
2018-10-09 16:00:00;55.0;24.87;52.0;23.40;52.0;25.05;51.5;25.12
2018-10-09 17:00:00;55.8;24.73;52.0;23.38;53.2;24.88;52.5;24.90
2018-10-09 18:00:00;57.0;24.72;52.3;23.32;54.3;24.85;53.7;24.88
2018-10-09 19:00:00;59.0;24.72;53.3;23.30;55.8;24.87;54.0;24.80
2018-10-09 20:00:00;60.5;24.80;52.0;23.28;54.7;24.80;54.0;24.80
2018-10-09 21:00:00;60.3;24.72;51.0;23.20;54.5;24.80;53.2;24.80
2018-10-09 22:00:00;60.3;24.62;50.0;23.13;50.8;24.60;53.5;24.70
2018-10-09 23:00:00;61.0;24.60;49.2;23.10;52.5;24.60;54.0;24.68
2018-10-10 00:00:00;60.5;24.60;49.8;23.02;53.0;24.60;54.0;24.60
2018-10-10 01:00:00;60.5;24.55;51.0;23.00;53.0;24.60;53.8;24.60
2018-10-10 02:00:00;60.8;24.57;51.5;23.00;53.0;24.58;53.0;24.60
2018-10-10 03:00:00;61.0;24.60;52.0;23.00;53.0;24.57;53.0;24.60
2018-10-10 04:00:00;61.2;24.52;51.8;23.00;53.0;24.52;53.0;24.60
2018-10-10 05:00:00;58.5;24.43;51.5;23.00;53.2;24.50;52.8;24.57
2018-10-10 06:00:00;52.2;24.10;51.2;22.97;54.7;24.50;55.0;24.57
2018-10-10 07:00:00;50.0;23.45;52.0;22.90;54.7;24.60;56.5;24.58
2018-10-10 08:00:00;52.2;22.87;51.5;22.88;55.7;24.60;56.5;24.55
2018-10-10 09:00:00;52.8;22.90;51.7;22.97;54.3;24.60;56.3;24.62
2018-10-10 10:00:00;52.7;23.07;51.7;23.13;54.5;24.67;56.0;24.73
2018-10-10 11:00:00;54.0;23.33;53.5;23.27;51.0;24.60;56.0;24.80
2018-10-10 12:00:00;;;53.0;23.38;54.0;24.65;55.7;24.98
2018-10-10 13:00:00;55.0;23.85;53.0;23.55;54.0;24.77;55.2;25.18
2018-10-10 14:00:00;55.0;23.98;53.2;23.65;55.0;24.80;55.0;25.45
2018-10-10 15:00:00;55.7;24.10;52.5;23.57;54.2;24.90;53.3;25.72
2018-10-10 16:00:00;59.7;24.30;44.7;23.35;55.2;24.92;50.3;25.42
2018-10-10 17:00:00;58.3;24.38;44.8;23.13;54.3;24.90;53.2;25.20
2018-10-10 18:00:00;57.5;24.40;44.2;22.90;54.7;24.90;55.0;25.15
2018-10-10 19:00:00;57.0;24.40;45.8;22.92;55.8;24.90;55.0;25.10
2018-10-10 20:00:00;57.0;24.40;47.5;23.08;51.8;24.90;55.0;25.03
2018-10-10 21:00:00;57.0;24.33;47.0;23.10;51.0;24.80;55.0;25.00
2018-10-10 22:00:00;57.0;24.30;45.5;23.05;48.7;24.70;53.7;24.95
2018-10-10 23:00:00;57.0;24.25;46.0;23.00;50.2;24.68;53.0;24.87
2018-10-11 00:00:00;57.0;24.22;46.0;22.93;51.0;24.67;52.0;24.80
2018-10-11 01:00:00;57.0;24.20;45.8;22.90;51.0;24.60;51.8;24.75
2018-10-11 02:00:00;57.0;24.20;45.0;22.83;51.0;24.60;51.0;24.70
2018-10-11 03:00:00;57.8;24.25;45.0;22.80;51.0;24.58;50.2;24.68
2018-10-11 04:00:00;57.2;24.20;45.0;22.77;51.3;24.53;50.0;24.60
2018-10-11 05:00:00;57.0;24.20;45.0;22.73;51.2;24.52;51.0;24.68
2018-10-11 06:00:00;50.2;23.93;45.8;22.80;52.3;24.50;52.0;24.70
2018-10-11 07:00:00;48.7;23.12;47.2;22.80;53.3;24.52;50.8;24.67
2018-10-11 08:00:00;52.2;23.43;48.7;22.82;51.5;24.55;49.0;24.57
2018-10-11 09:00:00;52.2;23.80;52.3;22.90;51.0;24.73;50.5;24.65
2018-10-11 10:00:00;53.7;23.88;52.8;22.90;52.8;24.65;51.7;24.70
2018-10-11 11:00:00;53.7;23.90;52.2;22.90;54.7;24.70;48.0;24.50
2018-10-11 12:00:00;53.0;23.90;53.0;22.90;54.8;24.70;48.2;24.35
2018-10-11 13:00:00;54.0;23.92;52.5;22.90;53.7;24.72;49.3;24.05
2018-10-11 14:00:00;54.7;24.00;53.0;22.90;53.0;24.70;49.8;24.15
2018-10-11 15:00:00;55.0;24.12;53.0;22.90;53.5;24.82;50.0;24.28
2018-10-11 16:00:00;56.0;24.20;53.3;22.95;53.8;24.87;51.7;24.63
2018-10-11 17:00:00;58.8;24.30;53.0;22.90;54.3;24.72;53.8;24.60
2018-10-11 18:00:00;59.7;24.33;52.2;22.90;55.5;24.78;54.0;24.60
2018-10-11 19:00:00;61.8;24.35;52.2;22.93;55.8;24.73;54.0;24.60
2018-10-11 20:00:00;60.5;24.32;51.5;22.98;56.2;24.72;53.0;24.60
2018-10-11 21:00:00;60.0;24.27;51.0;22.95;56.0;24.80;52.3;24.60
2018-10-11 22:00:00;60.0;24.20;51.2;22.92;55.0;24.70;52.0;24.55
2018-10-11 23:00:00;60.0;24.20;52.7;22.90;55.0;24.68;52.0;24.50
2018-10-12 00:00:00;60.0;24.18;51.5;22.80;55.0;24.62;51.3;24.48
2018-10-12 01:00:00;60.0;24.13;50.3;22.80;55.0;24.60;51.0;24.40
2018-10-12 02:00:00;60.0;24.10;50.0;22.77;55.0;24.60;51.0;24.40
2018-10-12 03:00:00;59.0;24.10;49.8;22.70;55.0;24.58;51.0;24.40
2018-10-12 04:00:00;59.7;24.10;49.7;22.68;54.8;24.52;50.3;24.37
2018-10-12 05:00:00;55.5;24.03;48.7;22.62;54.3;24.52;51.5;24.40
2018-10-12 06:00:00;52.7;23.90;48.0;22.60;54.8;24.50;52.2;24.38
2018-10-12 07:00:00;55.0;23.92;50.0;22.65;53.8;24.52;54.2;24.45
2018-10-12 08:00:00;56.7;23.98;51.2;22.73;54.3;24.52;54.2;24.55
2018-10-12 09:00:00;57.0;24.07;52.0;22.80;54.3;24.50;53.8;24.62
2018-10-12 10:00:00;58.0;24.13;55.2;22.88;54.2;24.50;53.0;24.70
2018-10-12 11:00:00;58.0;24.25;56.5;23.05;54.0;24.50;53.0;24.80
2018-10-12 12:00:00;58.0;24.42;53.2;23.18;54.0;24.58;53.0;24.92
2018-10-12 13:00:00;58.0;24.63;52.5;23.30;54.0;24.68;53.0;25.15
2018-10-12 14:00:00;58.0;24.85;52.0;23.40;54.0;24.92;53.0;25.38
2018-10-12 15:00:00;58.0;25.00;52.0;23.38;53.2;25.22;52.0;25.70
2018-10-12 16:00:00;62.3;25.00;53.0;23.30;53.3;25.10;52.2;25.43
2018-10-12 17:00:00;62.8;25.00;53.5;23.20;54.0;24.92;52.3;25.10
2018-10-12 18:00:00;62.2;24.97;52.7;23.15;54.0;24.80;50.8;24.72
2018-10-12 19:00:00;62.0;24.90;52.5;23.18;54.0;24.73;51.0;24.77
2018-10-12 20:00:00;62.2;24.92;52.0;23.17;54.0;24.68;51.0;24.80
2018-10-12 21:00:00;;;52.0;23.10;54.0;24.65;51.7;24.80
2018-10-12 22:00:00;61.0;24.82;51.7;23.05;54.0;24.60;51.0;24.72
2018-10-12 23:00:00;60.3;24.75;50.8;22.98;54.0;24.53;50.3;24.65
2018-10-13 00:00:00;61.0;24.70;50.0;22.90;53.7;24.50;50.0;24.60
2018-10-13 01:00:00;61.0;24.62;49.2;22.82;53.0;24.47;49.2;24.53
2018-10-13 02:00:00;60.7;24.60;48.3;22.77;53.0;24.40;;
2018-10-13 03:00:00;61.0;24.60;48.7;22.70;53.0;24.40;48.3;24.40
2018-10-13 04:00:00;60.3;24.57;48.7;22.58;53.0;24.33;48.0;24.40
2018-10-13 05:00:00;60.0;24.50;48.0;22.50;53.0;24.30;49.3;24.42
2018-10-13 06:00:00;57.7;24.47;48.0;22.40;53.0;24.30;51.0;24.40
2018-10-13 07:00:00;55.2;24.30;50.0;22.52;53.0;24.30;52.0;24.53
2018-10-13 08:00:00;52.0;23.58;52.0;22.65;51.3;24.30;53.2;24.65
2018-10-13 09:00:00;52.8;23.78;53.3;22.70;51.7;24.27;55.7;24.68
2018-10-13 10:00:00;52.0;23.85;52.0;22.73;52.0;24.30;52.3;24.72
2018-10-13 11:00:00;;;51.2;22.80;52.0;24.30;48.5;24.38
2018-10-13 12:00:00;51.0;23.95;51.0;22.95;52.0;24.38;49.2;24.63
2018-10-13 13:00:00;54.3;24.23;51.3;23.15;53.0;24.52;49.0;24.87
2018-10-13 14:00:00;56.0;24.70;52.0;23.22;52.0;24.77;49.0;25.07
2018-10-13 15:00:00;55.8;24.60;52.0;23.20;52.0;25.10;49.0;25.20
2018-10-13 16:00:00;57.8;24.62;52.7;23.17;52.0;25.00;50.2;24.97
2018-10-13 17:00:00;63.3;24.85;56.0;23.22;52.8;24.82;55.2;24.95
2018-10-13 18:00:00;62.3;24.90;53.8;23.20;53.0;24.70;55.2;24.97
2018-10-13 19:00:00;62.2;24.83;53.2;23.13;53.0;24.65;54.0;24.92
2018-10-13 20:00:00;63.3;24.90;53.2;23.05;53.0;24.60;53.3;24.90
2018-10-13 21:00:00;;;53.0;22.95;53.0;24.60;;
2018-10-13 22:00:00;61.3;24.82;52.0;22.80;53.0;24.50;;
2018-10-13 23:00:00;61.0;24.70;50.8;22.72;53.0;24.45;52.0;24.80
2018-10-14 00:00:00;60.7;24.68;50.0;22.63;53.0;24.40;52.0;24.77
2018-10-14 01:00:00;61.0;24.62;49.8;22.55;52.7;24.40;52.0;24.70
2018-10-14 02:00:00;61.0;24.60;48.5;22.48;52.0;24.30;51.3;24.67
2018-10-14 03:00:00;60.7;24.60;47.7;22.40;52.0;24.30;50.5;24.60
2018-10-14 04:00:00;60.2;24.60;47.0;22.30;52.0;24.30;50.0;24.60
2018-10-14 05:00:00;60.3;24.60;46.0;22.30;52.0;24.25;49.3;24.60
2018-10-14 06:00:00;60.5;24.62;46.5;22.27;52.0;24.20;50.3;24.60
2018-10-14 07:00:00;58.5;24.62;48.0;22.33;52.0;24.28;51.2;24.63
2018-10-14 08:00:00;60.0;24.65;49.0;22.45;52.0;24.25;51.0;24.60
2018-10-14 09:00:00;62.5;24.77;50.0;22.75;49.3;24.20;51.0;24.60
2018-10-14 10:00:00;61.2;24.80;51.0;22.88;50.8;24.20;51.2;24.72
2018-10-14 11:00:00;60.5;24.83;51.0;23.07;51.0;24.20;53.5;24.82
2018-10-14 12:00:00;56.7;24.98;52.2;23.17;51.0;24.28;53.8;24.95
2018-10-14 13:00:00;52.7;25.10;53.0;23.20;51.0;24.42;50.8;25.07
2018-10-14 14:00:00;46.2;25.02;52.7;23.20;51.0;24.67;50.8;25.25
2018-10-14 15:00:00;47.3;25.10;52.0;23.15;50.0;25.02;50.0;25.42
2018-10-14 16:00:00;48.5;24.95;51.5;23.10;50.0;24.87;49.3;25.15
2018-10-14 17:00:00;55.7;25.15;49.2;23.03;50.0;24.70;50.0;25.10
2018-10-14 18:00:00;50.2;25.08;47.0;23.00;50.0;24.60;50.0;25.03
2018-10-14 19:00:00;50.5;25.03;44.8;23.05;49.2;24.50;50.0;25.00
2018-10-14 20:00:00;51.2;25.00;43.8;23.10;49.0;24.45;50.0;25.00
2018-10-14 21:00:00;49.0;25.00;42.5;23.10;49.0;24.40;49.8;24.95
2018-10-14 22:00:00;49.0;24.92;41.7;23.10;49.0;24.38;49.0;24.90
2018-10-14 23:00:00;49.2;24.82;41.7;23.07;49.0;24.30;48.8;24.87
2018-10-15 00:00:00;49.0;24.73;41.0;23.00;49.0;24.30;48.0;24.80
2018-10-15 01:00:00;49.5;24.70;41.0;22.92;49.0;24.25;48.0;24.75
2018-10-15 02:00:00;49.7;24.62;40.8;22.90;49.0;24.20;47.2;24.70
2018-10-15 03:00:00;49.2;24.60;41.5;22.85;49.0;24.20;47.0;24.70
2018-10-15 04:00:00;45.2;24.40;42.0;22.80;49.0;24.13;46.2;24.70
2018-10-15 05:00:00;46.3;24.28;41.7;22.78;49.0;24.10;48.3;24.68
2018-10-15 06:00:00;49.7;24.42;41.2;22.70;49.0;24.10;49.0;24.60
2018-10-15 07:00:00;51.0;24.58;42.2;22.73;49.0;24.13;49.0;24.60
2018-10-15 08:00:00;;;43.7;22.83;49.0;24.20;49.5;24.65
2018-10-15 09:00:00;51.8;24.57;45.5;23.00;49.0;24.20;50.0;24.70
2018-10-15 10:00:00;48.0;24.58;45.0;23.10;49.0;24.20;49.3;24.73
2018-10-15 11:00:00;47.5;24.55;44.0;23.10;49.0;24.20;49.3;24.82
2018-10-15 12:00:00;50.8;24.80;41.8;23.27;49.0;24.28;50.0;24.97
2018-10-15 13:00:00;52.5;24.90;35.0;23.40;49.0;24.38;49.5;25.18
2018-10-15 14:00:00;53.0;25.03;32.8;23.35;48.0;24.62;48.8;25.47
2018-10-15 15:00:00;53.0;25.18;31.8;23.17;47.3;24.92;48.0;25.72
2018-10-15 16:00:00;53.8;25.12;33.5;23.02;47.7;24.80;44.7;25.37
2018-10-15 17:00:00;55.0;25.17;37.2;23.02;48.0;24.62;47.5;25.18
2018-10-15 18:00:00;55.8;25.15;42.2;23.13;48.0;24.52;48.7;25.10
2018-10-15 19:00:00;55.0;25.13;41.2;23.12;48.0;24.47;49.0;25.10
2018-10-15 20:00:00;55.2;25.10;39.7;23.05;48.0;24.40;49.0;25.08
2018-10-15 21:00:00;55.0;25.05;39.0;23.00;48.0;24.40;49.0;25.05
2018-10-15 22:00:00;55.0;25.00;39.5;22.88;48.0;24.30;48.2;25.00
